date,swb_security
2011m1,-.8201712
2011m2,-.9130702
2011m3,-.8619485
2011m4,-.3508981
2011m5,.3390255
2011m6,.9411973
2011m7,1.078832
2011m8,.5667601
2011m9,.0301085
2011m10,.076266
2011m11,.1044082
2011m12,.0399444
2012m1,.1773833
2012m2,.2862708
2012m3,.6264253
2012m4,.7646949
2012m5,.5931257
2012m6,.8775339
2012m7,1.064851
2012m8,.6556515
2012m9,.2223981
2012m10,-.1202594
2012m11,-.3217882
2012m12,-.4123437
2013m1,-.290517
2013m2,-.2214201
2013m3,.2418392
2013m4,.8278458
2013m5,1.214946
2013m6,1.363221
2013m7,1.342762
2013m8,.8995444
2013m9,.246272
2013m10,-.0867453
2013m11,.0764182
2013m12,.4846981
2014m1,.7242498
2014m2,1.092426
2014m3,1.288377
2014m4,1.620826
2014m5,1.832707
2014m6,1.858696
2014m7,1.80113
2014m8,1.494639
2014m9,1.404094
2014m10,1.36524
2014m11,1.327689
2014m12,1.097956
2015m1,.6633633
2015m2,.4895537
2015m3,.5591831
2015m4,1.003797
2015m5,1.482289
2015m6,1.475299
2015m7,1.353777
2015m8,1.065083
2015m9,.7921976
2015m10,.8422628
2015m11,1.2995
2015m12,1.318874
2016m1,1.685173
2016m2,1.461485
2016m3,.8392635
2016m4,.0777611
