date,cat_financial_security
2008m1,.7170655
2008m2,.0642607
2008m3,-.1458327
2008m4,-.333218
2008m5,-.4241675
2008m6,-.4144003
2008m7,-.3776622
2008m8,-.4679519
2008m9,-.3541856
2008m10,-.3740053
2008m11,-.7125821
2008m12,-.7003297
2009m1,-.2656142
2009m2,.0126143
2009m3,.2305094
2009m4,.1627197
2009m5,.1518115
2009m6,.283193
2009m7,.3214822
2009m8,.1889118
2009m9,-.3067304
2009m10,-.7352977
2009m11,-.8372442
2009m12,-.4912736
2010m1,.1591198
2010m2,.5028778
2010m3,.9190904
2010m4,1.052341
2010m5,.9673284
2010m6,1.058234
2010m7,.9892378
2010m8,.6675537
2010m9,.2613034
2010m10,.0037421
2010m11,-.1858032
2010m12,-.1402982
2011m1,-.0257018
2011m2,-.1090646
2011m3,-.210938
2011m4,-.3906681
2011m5,-.6310406
2011m6,-.5753742
2011m7,-.5391346
2011m8,-.8118914
2011m9,-1.264158
2011m10,-1.58563
2011m11,-1.759338
2011m12,-1.431551
2012m1,-.6825279
2012m2,-.3655894
2012m3,-.4304862
2012m4,-.6706749
2012m5,-.8674825
2012m6,-.843262
2012m7,-.8016055
2012m8,-.8482371
2012m9,-1.116088
2012m10,-1.328963
2012m11,-1.289461
2012m12,-.6153514
2013m1,.3209949
2013m2,.454505
2013m3,.3008095
2013m4,.0866612
2013m5,-.1816994
2013m6,-.3003924
2013m7,-.3134103
2013m8,-.4241193
2013m9,-.4796987
2013m10,-.4930844
2013m11,-.6858246
2013m12,-.6216296
2014m1,-.0512933
2014m2,.2600082
2014m3,.4706015
2014m4,.4845515
2014m5,.4864822
2014m6,.7032791
2014m7,.7946689
2014m8,.5499038
2014m9,.2420267
2014m10,-.0027427
2014m11,-.2483442
2014m12,.0139724
2015m1,.6946228
2015m2,1.079943
2015m3,1.284207
2015m4,1.236822
2015m5,1.004887
2015m6,1.061047
2015m7,1.097766
2015m8,.7934779
2015m9,.2648949
2015m10,-.0304938
2015m11,-.185945
2015m12,.0449793
2016m1,.7742242
2016m2,1.53378
2016m3,2.384599
2016m4,3.342382
