date,swb_laugh
2011m1,-.6948418
2011m2,-.4386061
2011m3,.1115432
2011m4,.6084468
2011m5,.5144533
2011m6,.0912509
2011m7,.017128
2011m8,-.2294318
2011m9,-.3954826
2011m10,-.1879676
2011m11,.1413492
2011m12,.4794132
2012m1,.4495693
2012m2,.5547001
2012m3,.7191226
2012m4,.8732988
2012m5,.6927414
2012m6,.7002451
2012m7,.7637354
2012m8,.5065416
2012m9,.0871808
2012m10,.1868438
2012m11,.3209672
2012m12,.4058428
2013m1,.2348049
2013m2,.1882057
2013m3,.0567499
2013m4,.3049455
2013m5,.8128689
2013m6,1.150072
2013m7,.7442819
2013m8,.0812938
2013m9,-.5001433
2013m10,-.4115776
2013m11,.0043991
2013m12,.0592349
2014m1,-.3987108
2014m2,-.5896566
2014m3,-.4746891
2014m4,.0748698
2014m5,.4359403
2014m6,.4522675
2014m7,-.0036181
2014m8,-.5709122
2014m9,-.9317619
2014m10,-.3123081
2014m11,.381561
2014m12,.5653437
2015m1,.3378196
2015m2,.3282521
2015m3,.2772619
2015m4,.4086331
2015m5,.8018765
2015m6,1.258797
2015m7,1.188001
2015m8,.4356435
2015m9,-.6092069
2015m10,-.7699831
2015m11,-.2717039
2015m12,.3232678
2016m1,.2314701
2016m2,.3343523
2016m3,.3784309
2016m4,.9989024
