region,date,crime
Limousin,2013m1,-.28291836
Limousin,2013m2,-.45732424
Limousin,2013m3,-.45102859
Limousin,2013m4,-.64367503
Limousin,2013m5,-.69667053
Limousin,2013m6,-.19381575
Limousin,2013m7,-.94114476
Limousin,2013m8,-.84967822
Limousin,2013m9,-.53029072
Limousin,2013m10,-.1634392
Limousin,2013m11,.20570454
Limousin,2013m12,-.12602548
Limousin,2014m1,-.39547482
Limousin,2014m2,.36852974
Limousin,2014m3,.16041265
Limousin,2014m4,-.57542026
Limousin,2014m5,-.54405326
Limousin,2014m6,-.75149971
Limousin,2014m7,-.36607581
Limousin,2014m8,-.61285144
Limousin,2014m9,-.29438806
Limousin,2014m10,-.19179745
Limousin,2014m11,-.28016147
Limousin,2014m12,-.39978072
Limousin,2015m1,.60811329
Limousin,2015m2,1.1914126
Limousin,2015m3,.43825787
Limousin,2015m4,-.12448049
Limousin,2015m5,-.26674062
Limousin,2015m6,.16515572
Limousin,2015m7,-.32812107
Limousin,2015m8,-.6103335
Limousin,2015m9,.2871151
Limousin,2015m10,.48921445
Limousin,2015m11,.89895064
Limousin,2015m12,-.14676435
Limousin,2016m1,.73550296
Limousin,2016m2,.41776589
Limousin,2016m3,.37556013
Limousin,2016m4,.18209913
Limousin,2016m5,.55006421
Limousin,2016m6,.31588927
Limousin,2016m7,-.21143273
Limousin,2016m8,.31768671
Limousin,2016m9,.71710134
Limousin,2016m10,.48268628
Limousin,2016m11,.12312454
Limousin,2016m12,.31293058
Limousin,2017m1,.93580145
Limousin,2017m2,.61817044
Limousin,2017m3,.85106701
