region,date,health
Basse-Normandie,2013m1,-.366334011985196
Basse-Normandie,2013m2,.1140595173670186
Basse-Normandie,2013m3,-.2797274063858721
Basse-Normandie,2013m4,-.3864633727611767
Basse-Normandie,2013m5,-.5189983062446117
Basse-Normandie,2013m6,-.1470194845977757
Basse-Normandie,2013m7,-.8100957813569241
Basse-Normandie,2013m8,-.5167286287372311
Basse-Normandie,2013m9,-.1348622664809227
Basse-Normandie,2013m10,-.0292266227770597
Basse-Normandie,2013m11,-.1730126823402113
Basse-Normandie,2013m12,-.5350063902636369
Basse-Normandie,2014m1,.0094129679103692
Basse-Normandie,2014m2,.2317480308314165
Basse-Normandie,2014m3,.0983142842047123
Basse-Normandie,2014m4,-.0032369631032149
Basse-Normandie,2014m5,-.441386083761851
Basse-Normandie,2014m6,-.3123329528025351
Basse-Normandie,2014m7,-.3292352048059304
Basse-Normandie,2014m8,-.2182854157096396
Basse-Normandie,2014m9,.3147516981181171
Basse-Normandie,2014m10,.3521910976204607
Basse-Normandie,2014m11,.3088440002304398
Basse-Normandie,2014m12,-.0029284982010722
Basse-Normandie,2015m1,.5110032214886613
Basse-Normandie,2015m2,1.033082254230976
Basse-Normandie,2015m3,.8829353683524661
Basse-Normandie,2015m4,.1805974033971628
Basse-Normandie,2015m5,.3859879258088768
Basse-Normandie,2015m6,.494285080788864
Basse-Normandie,2015m7,.0744624973999129
Basse-Normandie,2015m8,.3626870430178112
Basse-Normandie,2015m9,.8576383365111219
Basse-Normandie,2015m10,.7864168584346771
Basse-Normandie,2015m11,.9776297149558862
Basse-Normandie,2015m12,.188859815036671
Basse-Normandie,2016m1,1.368115476022164
Basse-Normandie,2016m2,1.068935753363702
Basse-Normandie,2016m3,1.317024428811338
Basse-Normandie,2016m4,.8481075912714005
Basse-Normandie,2016m5,.5626605629093118
Basse-Normandie,2016m6,
