region,date,housing
Haute-Normandie,2013m1,.338673317246139
Haute-Normandie,2013m2,-.0545845568180084
Haute-Normandie,2013m3,-.0972133755683899
Haute-Normandie,2013m4,-.123644145578146
Haute-Normandie,2013m5,-.4426516924053431
Haute-Normandie,2013m6,-.0545703113079071
Haute-Normandie,2013m7,.1688030742108822
Haute-Normandie,2013m8,.916215392947197
Haute-Normandie,2013m9,-.6745823100209236
Haute-Normandie,2013m10,-1.039145210385322
Haute-Normandie,2013m11,-1.376912879943848
Haute-Normandie,2013m12,-1.960277485847473
Haute-Normandie,2014m1,-.2586554868146777
Haute-Normandie,2014m2,-.4642078429460526
Haute-Normandie,2014m3,-.4256421983242035
Haute-Normandie,2014m4,-.2903257250785828
Haute-Normandie,2014m5,-.4275001615285873
Haute-Normandie,2014m6,-.3141317039728165
Haute-Normandie,2014m7,.1343923695385456
Haute-Normandie,2014m8,.9463668167591095
Haute-Normandie,2014m9,-.1197825416922569
Haute-Normandie,2014m10,-.4803621888160706
Haute-Normandie,2014m11,-.4747461751103401
Haute-Normandie,2014m12,-1.243179327249527
Haute-Normandie,2015m1,-.2014500312507153
Haute-Normandie,2015m2,.2325095683336258
Haute-Normandie,2015m3,.3796594271436334
Haute-Normandie,2015m4,.1457592457532883
Haute-Normandie,2015m5,.3964431464672089
Haute-Normandie,2015m6,.2305253893136978
Haute-Normandie,2015m7,.9937635004520416
Haute-Normandie,2015m8,.9789247035980224
Haute-Normandie,2015m9,-.4718235790729522
Haute-Normandie,2015m10,-.8765155732631683
Haute-Normandie,2015m11,-1.414371585845947
Haute-Normandie,2015m12,-1.623044919967651
Haute-Normandie,2016m1,.241661262512207
Haute-Normandie,2016m2,-.3680472880601883
Haute-Normandie,2016m3,-.12697888687253
Haute-Normandie,2016m4,.5183142079040408
Haute-Normandie,2016m5,-.0786371171474457
Haute-Normandie,2016m6,
