date,cat_education
2011m1,.8991633
2011m2,.9257394
2011m3,.8783825
2011m4,.7167114
2011m5,.387203
2011m6,.025811
2011m7,.0160112
2011m8,.6125724
2011m9,1.322485
2011m10,1.358491
2011m11,.5630173
2011m12,-.5392626
2012m1,-1.033035
2012m2,-1.040233
2012m3,-.8517815
2012m4,-.4551177
2012m5,-.2862766
2012m6,-.3034726
2012m7,-.0149075
2012m8,.7326915
2012m9,1.341155
2012m10,1.386823
2012m11,.9274018
2012m12,.5051066
2013m1,.5732841
2013m2,.6240736
2013m3,.4504869
2013m4,.0535415
2013m5,-.6589202
2013m6,-1.146329
2013m7,-1.065073
2013m8,-.3075405
2013m9,.4584262
2013m10,.7120044
2013m11,.5568379
2013m12,.2974976
2014m1,.2177189
2014m2,.1065898
2014m3,-.1535065
2014m4,-.4900522
2014m5,-1.12121
2014m6,-1.464069
2014m7,-1.136593
2014m8,-.2442237
2014m9,.5862987
2014m10,.6922195
2014m11,.4359252
2014m12,.1632947
2015m1,.1139607
2015m2,.0830479
2015m3,.0270891
2015m4,-.3030273
2015m5,-.9430868
2015m6,-1.387246
2015m7,-1.30489
2015m8,-.5849819
2015m9,.0853013
2015m10,.1845699
2015m11,-.1867925
2015m12,-.5208952
2016m1,-.4403833
2016m2,-.3189563
2016m3,-.3320381
2016m4,-.3870333
