home_finance_f
.6010358
-.3559904
-.3423161
-1.234453
.0962966
-.4199835
.908078
2.23613
.2313363
.123377
.1169437
.9418259
1.353891
.9802822
.356019
-.5440291
1.751877
1.611601
1.70224
.2375558
-.0870123
.2512074
-.4602458
-.8465379
.0578588
-.0693824
-.6126487
-1.082114
.4355647
1.801981
2.065668
.1628708
-1.079318
-.9408084
-1.283335
-.993636
-.0290035
-.7345715
-.6323688
-1.239743
-.1421312
.0606485
.3322423
-.2271482
-1.185871
-.6726385
-.9920546
-.4581407
1.090811
.3561746
.0212138
-.4521435
.1920686
1.249456
.447119
-2.002192
-2.653554
