date,cat_family
2008m1,-2.201816
2008m2,-2.117515
2008m3,-2.094853
2008m4,-2.102985
2008m5,-2.182385
2008m6,-2.181205
2008m7,-1.974038
2008m8,-1.457511
2008m9,-.8707708
2008m10,-.6192177
2008m11,-.7490577
2008m12,-.9743984
2009m1,-1.171798
2009m2,-1.221349
2009m3,-1.14339
2009m4,-1.135968
2009m5,-1.031825
2009m6,-.8793829
2009m7,-.6298914
2009m8,-.0470512
2009m9,.6326812
2009m10,.9032163
2009m11,.6638052
2009m12,.3599307
2010m1,.2939442
2010m2,.3529801
2010m3,.4561917
2010m4,.382165
2010m5,.1761999
2010m6,.0018377
2010m7,.0296835
2010m8,.3479007
2010m9,.7892599
2010m10,.9449368
2010m11,.6988201
2010m12,.3123952
2011m1,.0462092
2011m2,-.1394947
2011m3,-.1570207
2011m4,-.0185148
2011m5,.0988107
2011m6,.1001403
2011m7,.2650448
2011m8,.8019891
2011m9,1.445575
2011m10,1.663411
2011m11,1.389894
2011m12,.9547969
2012m1,.6775292
2012m2,.4465393
2012m3,.285915
2012m4,.3065374
2012m5,.3580898
2012m6,.3624853
2012m7,.5874709
2012m8,1.201144
2012m9,1.722849
2012m10,1.622095
2012m11,.9483234
2012m12,.4300225
2013m1,.2662829
2013m2,.0779702
2013m3,-.2454429
2013m4,-.5569792
2013m5,-.6843418
2013m6,-.5403478
2013m7,.1084683
2013m8,.9737089
2013m9,1.592651
2013m10,1.721877
2013m11,1.220231
2013m12,.5485656
2014m1,.0514322
2014m2,-.2118736
2014m3,-.2654818
2014m4,-.2437232
2014m5,-.2626947
2014m6,-.2584602
2014m7,-.0905288
2014m8,.3356942
2014m9,.6748037
2014m10,.6742417
2014m11,.3684121
2014m12,.0586446
2015m1,-.0681941
2015m2,-.1264043
2015m3,-.1617616
2015m4,-.2713268
2015m5,-.4712755
2015m6,-.5687335
2015m7,-.3110715
2015m8,.2364314
2015m9,.6674972
2015m10,.6935323
2015m11,.3484811
2015m12,-.0513072
2016m1,-.2877367
2016m2,-.4303447
2016m3,-.3746037
2016m4,-.0956733
