region,date,health
Pays de la Loire,2013m1,-.1478001026436687
Pays de la Loire,2013m2,-.2782689889892936
Pays de la Loire,2013m3,-.1801622349768877
Pays de la Loire,2013m4,-.2560530011542141
Pays de la Loire,2013m5,-.6064659859985113
Pays de la Loire,2013m6,-.8315922286361456
Pays de la Loire,2013m7,-1.152797928452492
Pays de la Loire,2013m8,-.6453700807876885
Pays de la Loire,2013m9,-.1705536728724837
Pays de la Loire,2013m10,-.3007129336241633
Pays de la Loire,2013m11,-.1829679518705234
Pays de la Loire,2013m12,-.7649647095939145
Pays de la Loire,2014m1,.4172443882096559
Pays de la Loire,2014m2,.5453343790024519
Pays de la Loire,2014m3,.2153139304369688
Pays de la Loire,2014m4,.0268109174445271
Pays de la Loire,2014m5,-.1645074632018804
Pays de la Loire,2014m6,-.0058460876345634
Pays de la Loire,2014m7,-.0410654256585985
Pays de la Loire,2014m8,.0874716833233833
Pays de la Loire,2014m9,.7804478504694998
Pays de la Loire,2014m10,.5865423688199372
Pays de la Loire,2014m11,.3425500189885497
Pays de la Loire,2014m12,.1016113206744194
Pays de la Loire,2015m1,.6660803325474263
Pays de la Loire,2015m2,.9748665302991867
Pays de la Loire,2015m3,1.035222967714071
Pays de la Loire,2015m4,.3822141751646996
Pays de la Loire,2015m5,.3665846986114047
Pays de la Loire,2015m6,.2635913793928921
Pays de la Loire,2015m7,-.087033068202436
Pays de la Loire,2015m8,.2734556850977242
Pays de la Loire,2015m9,.9586723621934652
Pays de la Loire,2015m10,.8529575177002698
Pays de la Loire,2015m11,.6630435645580292
Pays de la Loire,2015m12,.244701486453414
Pays de la Loire,2016m1,1.777017044275999
Pays de la Loire,2016m2,1.485443505644798
Pays de la Loire,2016m3,1.663851782679558
Pays de la Loire,2016m4,1.18407154455781
Pays de la Loire,2016m5,.7196758300065994
Pays de la Loire,2016m6,
