region,date,christianisme
Aquitaine,2013m1,-1.2317183
Aquitaine,2013m2,-1.0548522
Aquitaine,2013m3,.93681401
Aquitaine,2013m4,-.26040769
Aquitaine,2013m5,-1.2055706
Aquitaine,2013m6,-.65251058
Aquitaine,2013m7,-.93322605
Aquitaine,2013m8,.21109411
Aquitaine,2013m9,-1.1630481
Aquitaine,2013m10,-.66924357
Aquitaine,2013m11,.4808735
Aquitaine,2013m12,1.1946267
Aquitaine,2014m1,-.60308266
Aquitaine,2014m2,.11899506
Aquitaine,2014m3,-.52039659
Aquitaine,2014m4,1.349103
Aquitaine,2014m5,-.48645464
Aquitaine,2014m6,-.52801651
Aquitaine,2014m7,-1.1174438
Aquitaine,2014m8,.34509206
Aquitaine,2014m9,-.97250599
Aquitaine,2014m10,-.54902667
Aquitaine,2014m11,.083423145
Aquitaine,2014m12,2.3190355
Aquitaine,2015m1,.61210096
Aquitaine,2015m2,.66469085
Aquitaine,2015m3,.96611911
Aquitaine,2015m4,1.8632147
Aquitaine,2015m5,.021654638
Aquitaine,2015m6,-.25830629
Aquitaine,2015m7,-.2455681
Aquitaine,2015m8,-.33214921
Aquitaine,2015m9,.44774619
Aquitaine,2015m10,.13673398
Aquitaine,2015m11,-.081089959
Aquitaine,2015m12,1.9868945
Aquitaine,2016m1,1.1826909
Aquitaine,2016m2,.57089269
Aquitaine,2016m3,1.5465819
Aquitaine,2016m4,-.42589334
Aquitaine,2016m5,-.831159
Aquitaine,2016m6,-.72705066
Aquitaine,2016m7,-.30928481
Aquitaine,2016m8,-.48604491
Aquitaine,2016m9,-.7183069
Aquitaine,2016m10,-.14294979
Aquitaine,2016m11,-.24072377
Aquitaine,2016m12,1.1894521
Aquitaine,2017m1,-.67281413
Aquitaine,2017m2,-.56241149
Aquitaine,2017m3,-.85750562
