date,cat_social_progress
2008m1,.3418703
2008m2,.278122
2008m3,.1893043
2008m4,.0018204
2008m5,-.5137373
2008m6,-1.245822
2008m7,-1.480623
2008m8,-.9700154
2008m9,-.0159777
2008m10,.6237113
2008m11,.6353806
2008m12,.2749722
2009m1,.300981
2009m2,.6675655
2009m3,.8058639
2009m4,.6661029
2009m5,.0807776
2009m6,-.4882377
2009m7,-.6272004
2009m8,-.1920147
2009m9,.6854324
2009m10,1.19688
2009m11,1.071615
2009m12,.6472262
2010m1,.6473053
2010m2,1.066977
2010m3,1.433083
2010m4,1.457157
2010m5,.8843709
2010m6,.0715919
2010m7,-.3694238
2010m8,-.1841005
2010m9,.3851052
2010m10,.6506099
2010m11,.6076951
2010m12,.3217839
2011m1,.1011718
2011m2,.0357126
2011m3,-.096496
2011m4,-.3080145
2011m5,-.7478788
2011m6,-1.183889
2011m7,-1.281603
2011m8,-.9932057
2011m9,-.5322662
2011m10,-.2686528
2011m11,-.3857509
2011m12,-.6503993
2012m1,-.6420162
2012m2,-.4962342
2012m3,-.4634867
2012m4,-.5581459
2012m5,-.9239389
2012m6,-1.491122
2012m7,-1.723602
2012m8,-1.551192
2012m9,-1.15627
2012m10,-.8684413
2012m11,-.8711781
2012m12,-.8592437
2013m1,-.6419554
2013m2,-.4024356
2013m3,-.3282548
2013m4,-.3544102
2013m5,-.6309369
2013m6,-1.055436
2013m7,-1.170316
2013m8,-.8874909
2013m9,-.3182985
2013m10,.0122078
2013m11,-.0242132
2013m12,-.1372686
2014m1,.0710582
2014m2,.3565392
2014m3,.3873676
2014m4,.3029296
2014m5,-.0739646
2014m6,-.554815
2014m7,-.7396356
2014m8,-.3687598
2014m9,.3656326
2014m10,.8125774
2014m11,.9243491
2014m12,.9181015
2015m1,1.004389
2015m2,1.227571
2015m3,1.362085
2015m4,1.150055
2015m5,.5174555
2015m6,-.3682235
2015m7,-.7924628
2015m8,-.473789
2015m9,.3378846
2015m10,.8609891
2015m11,.9012222
2015m12,.8331102
2016m1,1.122542
2016m2,1.448892
2016m3,1.363454
2016m4,1.052245
