date,cat_summer_leisure
2008m1,-.7102028
2008m2,-.3016488
2008m3,.2399375
2008m4,.9075633
2008m5,1.504537
2008m6,1.800298
2008m7,1.602786
2008m8,.9373264
2008m9,.1188045
2008m10,-.5590684
2008m11,-.9517626
2008m12,-1.031981
2009m1,-.8085046
2009m2,-.3727785
2009m3,.1952396
2009m4,.7907175
2009m5,1.2777
2009m6,1.534548
2009m7,1.441464
2009m8,.9471329
2009m9,.2394574
2009m10,-.3401886
2009m11,-.6986399
2009m12,-.8002605
2010m1,-.5883316
2010m2,-.147327
2010m3,.5004283
2010m4,1.196014
2010m5,1.742786
2010m6,2.022018
2010m7,1.874266
2010m8,1.246433
2010m9,.3775095
2010m10,-.3902265
2010m11,-.892625
2010m12,-1.076955
2011m1,-.95312
2011m2,-.6075473
2011m3,-.0616027
2011m4,.5478332
2011m5,1.029091
2011m6,1.2673
2011m7,1.101943
2011m8,.504783
2011m9,-.1619249
2011m10,-.7342042
2011m11,-1.126661
2011m12,-1.226999
2012m1,-1.007515
2012m2,-.5703235
2012m3,.0232735
2012m4,.5925544
2012m5,.9667064
2012m6,1.12008
2012m7,.9648939
2012m8,.4712636
2012m9,-.2147669
2012m10,-.8858327
2012m11,-1.353451
2012m12,-1.552294
2013m1,-1.376493
2013m2,-.9187179
2013m3,-.3232703
2013m4,.2931025
2013m5,.7314721
2013m6,.938523
2013m7,.8257217
2013m8,.3860775
2013m9,-.2086461
2013m10,-.7399629
2013m11,-1.131194
2013m12,-1.272499
2014m1,-1.170704
2014m2,-.8993261
2014m3,-.4821157
2014m4,-.0290773
2014m5,.2843671
2014m6,.6366324
2014m7,.8020793
2014m8,.5542408
2014m9,-.1046177
2014m10,-.7528525
2014m11,-1.169765
2014m12,-1.299763
2015m1,-1.182329
2015m2,-.8551167
2015m3,-.295056
2015m4,.362795
2015m5,.846514
2015m6,1.035272
2015m7,.9263621
2015m8,.4895008
2015m9,-.1689571
2015m10,-.7689667
2015m11,-1.161505
2015m12,-1.273074
2016m1,-1.15537
2016m2,-.8698489
2016m3,-.4461564
2016m4,-.0172202
