date,cat_health_worries
2008m1,-.152334
2008m2,.0271773
2008m3,.0797958
2008m4,.094307
2008m5,-.0001755
2008m6,.1998211
2008m7,.4810437
2008m8,.6520721
2008m9,.7835838
2008m10,.9132402
2008m11,.9124076
2008m12,.8813564
2009m1,.8594252
2009m2,.7283303
2009m3,.5607368
2009m4,.6378931
2009m5,.7581524
2009m6,.9959348
2009m7,1.273058
2009m8,1.582115
2009m9,1.839096
2009m10,2.054964
2009m11,1.880419
2009m12,1.701797
2010m1,1.815591
2010m2,1.983311
2010m3,2.052184
2010m4,1.866814
2010m5,1.622364
2010m6,1.330917
2010m7,.859585
2010m8,.4917556
2010m9,.3362902
2010m10,.3292133
2010m11,.4175373
2010m12,.5745047
2011m1,.7827507
2011m2,.6866077
2011m3,.3660703
2011m4,.1579949
2011m5,.1706549
2011m6,.199984
2011m7,.2735192
2011m8,.4601233
2011m9,.6584393
2011m10,.4992333
2011m11,.2768265
2011m12,.194006
2012m1,.356346
2012m2,.4447631
2012m3,.3731839
2012m4,.1692412
2012m5,-.0384772
2012m6,-.2273548
2012m7,-.3741616
2012m8,-.4286604
2012m9,-.3791243
2012m10,-.3833293
2012m11,-.4087721
2012m12,-.4712903
2013m1,-.4392287
2013m2,-.4490658
2013m3,-.4084468
2013m4,-.4320483
2013m5,-.5843356
2013m6,-.6871032
2013m7,-.6965526
2013m8,-.7002228
2013m9,-.7296469
2013m10,-.7262868
2013m11,-.7686564
2013m12,-.7815104
2014m1,-.7102754
2014m2,-.6637937
2014m3,-.6882648
2014m4,-.7035519
2014m5,-.738555
2014m6,-.7650504
2014m7,-.7652038
2014m8,-.7468864
2014m9,-.5840022
2014m10,-.4815045
2014m11,-.5821165
2014m12,-.7333068
2015m1,-.7101778
2015m2,-.6570268
2015m3,-.7373677
2015m4,-.9990378
2015m5,-1.304432
2015m6,-1.488618
2015m7,-1.520404
2015m8,-1.513916
2015m9,-1.479457
2015m10,-1.485952
2015m11,-1.504839
2015m12,-1.531087
2016m1,-1.534049
2016m2,-1.552028
2016m3,-1.627912
2016m4,-1.57094
