date,swb_anger
2011m1,-.7878465
2011m2,-.2834868
2011m3,-.0367831
2011m4,.0282805
2011m5,-.0730069
2011m6,-.2558584
2011m7,-.0081042
2011m8,.3554957
2011m9,-.0035189
2011m10,-.4021187
2011m11,-.8925196
2011m12,-1.036618
2012m1,-.723417
2012m2,-.5567336
2012m3,-.3157865
2012m4,-.4061478
2012m5,-.5152348
2012m6,-.7720808
2012m7,-.7154274
2012m8,-.1699391
2012m9,.0698678
2012m10,-.1533666
2012m11,-.1805698
2012m12,-.2703225
2013m1,-.6588137
2013m2,-.8037464
2013m3,-.8079908
2013m4,-.5084354
2013m5,-.026621
2013m6,.1695775
2013m7,.2327564
2013m8,.5180652
2013m9,.4722016
2013m10,.2891925
2013m11,.2550652
2013m12,.3064494
2014m1,.307539
2014m2,.113113
2014m3,.1204546
2014m4,.0898645
2014m5,-.0163807
2014m6,-.0333015
2014m7,.3024247
2014m8,1.00182
2014m9,1.454192
2014m10,1.50218
2014m11,1.205738
2014m12,.696966
2015m1,.0413164
2015m2,-.3368789
2015m3,-.017179
2015m4,.4692523
2015m5,.6115466
2015m6,.0449568
2015m7,-.0033907
2015m8,.9109445
2015m9,1.523582
2015m10,1.445042
2015m11,1.058189
2015m12,.7772464
2016m1,.4623412
2016m2,.05978
2016m3,-.4450916
2016m4,-1.304845
