date,swb_worry
2008m1,.0935529
2008m2,.0271311
2008m3,-.1433068
2008m4,-.3085766
2008m5,-.492368
2008m6,-.2658541
2008m7,.2258419
2008m8,.8854972
2008m9,1.848728
2008m10,2.620664
2008m11,3.06919
2008m12,3.138394
2009m1,2.921933
2009m2,2.6046
2009m3,2.152496
2009m4,1.709077
2009m5,1.553748
2009m6,1.681407
2009m7,2.146113
2009m8,2.665833
2009m9,3.025929
2009m10,3.108955
2009m11,2.894074
2009m12,2.309353
2010m1,1.873888
2010m2,1.650765
2010m3,1.750667
2010m4,1.812442
2010m5,1.487504
2010m6,1.251591
2010m7,1.136677
2010m8,1.241756
2010m9,1.655564
2010m10,2.037484
2010m11,2.054914
2010m12,1.808593
2011m1,1.444766
2011m2,1.295616
2011m3,1.255797
2011m4,1.162733
2011m5,.9876744
2011m6,1.039085
2011m7,1.265929
2011m8,1.606947
2011m9,2.069772
2011m10,2.43922
2011m11,2.374207
2011m12,2.149562
2012m1,1.757862
2012m2,1.529028
2012m3,1.216433
2012m4,.9256598
2012m5,.6705502
2012m6,.7108396
2012m7,1.050897
2012m8,1.53027
2012m9,2.064495
2012m10,2.315972
2012m11,2.087509
2012m12,1.763379
2013m1,1.401421
2013m2,1.141739
2013m3,1.005082
2013m4,.8839334
2013m5,.7206371
2013m6,.5950007
2013m7,.700969
2013m8,1.072702
2013m9,1.575873
2013m10,1.864609
2013m11,1.776858
2013m12,1.540555
2014m1,1.211791
2014m2,.7461389
2014m3,.4067602
2014m4,.0850558
2014m5,-.1723302
2014m6,-.0272412
2014m7,.325876
2014m8,.599493
2014m9,.8583455
2014m10,.9036384
2014m11,.7635658
2014m12,.6152369
2015m1,.5476739
2015m2,.5022222
2015m3,.3593074
2015m4,.0154098
2015m5,-.4799581
2015m6,-.6148912
2015m7,-.265456
2015m8,.273191
2015m9,.7261311
2015m10,.9331983
2015m11,.8283445
2015m12,.52759
2016m1,.1902911
2016m2,.0608082
2016m3,.2682139
2016m4,.8485447
