date,swb_security
2008m1,.148659
2008m2,.2815321
2008m3,.5275658
2008m4,1.016051
2008m5,1.300657
2008m6,1.297057
2008m7,.7526727
2008m8,-.226917
2008m9,-1.291633
2008m10,-1.77608
2008m11,-1.296176
2008m12,-.6149821
2009m1,-.0760868
2009m2,.2021022
2009m3,.3142872
2009m4,.5448995
2009m5,.6956987
2009m6,.6975216
2009m7,.1676637
2009m8,-.2658663
2009m9,-.3676716
2009m10,-.0677896
2009m11,.3295329
2009m12,.8458079
2010m1,1.009985
2010m2,.7395397
2010m3,.2517609
2010m4,.1182328
2010m5,.3068774
2010m6,.5167242
2010m7,.5434759
2010m8,.3544667
2010m9,.0540428
2010m10,-.0755021
2010m11,-.0398544
2010m12,-.0744413
2011m1,.375642
2011m2,1.020777
2011m3,1.450734
2011m4,1.48729
2011m5,1.474385
2011m6,1.219329
2011m7,.8414649
2011m8,.5081671
2011m9,.339254
2011m10,.4383709
2011m11,.5975154
2011m12,.7366385
2012m1,1.217407
2012m2,1.712724
2012m3,1.991421
2012m4,2.107328
2012m5,2.203593
2012m6,2.007078
2012m7,1.634774
2012m8,1.202556
2012m9,.8103228
2012m10,.5729629
2012m11,.5267314
2012m12,.6377229
2013m1,1.012445
2013m2,1.536115
2013m3,1.876153
2013m4,1.917339
2013m5,1.910778
2013m6,1.864127
2013m7,1.78602
2013m8,1.749778
2013m9,1.599185
2013m10,1.262657
2013m11,1.008508
2013m12,.8976715
2014m1,1.333043
2014m2,1.794083
2014m3,2.040726
2014m4,2.150158
2014m5,2.265107
2014m6,2.140166
2014m7,1.958172
2014m8,1.856609
2014m9,1.908981
2014m10,1.925264
2014m11,1.942846
2014m12,1.872869
2015m1,1.902474
2015m2,1.958387
2015m3,1.972556
2015m4,1.953915
2015m5,1.945511
2015m6,1.81929
2015m7,1.634823
2015m8,1.55302
2015m9,1.435342
2015m10,1.299674
2015m11,1.310713
2015m12,1.572239
2016m1,2.052154
2016m2,2.285004
2016m3,1.981163
2016m4,1.133437
