date,cat_job_growth
2008m1,2.067938
2008m2,2.223807
2008m3,2.158952
2008m4,1.727174
2008m5,1.198555
2008m6,.8202085
2008m7,.7251946
2008m8,.9505699
2008m9,1.428334
2008m10,1.905992
2008m11,1.71383
2008m12,1.313983
2009m1,1.260068
2009m2,1.254092
2009m3,1.222853
2009m4,1.194158
2009m5,1.012936
2009m6,.7756739
2009m7,.5084031
2009m8,.4928297
2009m9,.6445172
2009m10,.8101822
2009m11,.5461848
2009m12,.296104
2010m1,.4390235
2010m2,.693102
2010m3,.7233597
2010m4,.6650694
2010m5,.3257703
2010m6,-.0160189
2010m7,-.4381946
2010m8,-.6890211
2010m9,-.5256051
2010m10,-.1583916
2010m11,.0053881
2010m12,-.2306222
2011m1,-.3557313
2011m2,-.1210447
2011m3,-.0000138
2011m4,-.0589503
2011m5,-.3478071
2011m6,-.6739403
2011m7,-.9043007
2011m8,-.958571
2011m9,-.8378385
2011m10,-.787626
2011m11,-.7848619
2011m12,-.6642122
2012m1,-.4721121
2012m2,-.2904228
2012m3,-.2635473
2012m4,-.3178477
2012m5,-.6601003
2012m6,-1.211837
2012m7,-1.530338
2012m8,-1.446479
2012m9,-1.202541
2012m10,-.9918067
2012m11,-.9382789
2012m12,-.8584515
2013m1,-.8406937
2013m2,-.8226153
2013m3,-.8224177
2013m4,-.8006589
2013m5,-.8604541
2013m6,-1.063836
2013m7,-1.290308
2013m8,-1.359383
2013m9,-1.121894
2013m10,-.829029
2013m11,-.709868
2013m12,-.6813188
2014m1,-.6455771
2014m2,-.419936
2014m3,-.2043971
2014m4,-.2379699
2014m5,-.4981673
2014m6,-.8179158
2014m7,-1.043373
2014m8,-1.069018
2014m9,-.8412561
2014m10,-.5309567
2014m11,-.2317943
2014m12,-.0686524
2015m1,.2130952
2015m2,.3601342
2015m3,.3625259
2015m4,.1796475
2015m5,-.0839032
2015m6,-.4137797
2015m7,-.510788
2015m8,-.3327342
2015m9,.1455849
2015m10,.3931178
2015m11,.4312426
2015m12,.4531755
2016m1,.6019515
2016m2,.9592136
2016m3,1.184868
2016m4,1.500398
