civic_f
.5045692
.5480597
.6344616
.9116688
1.185237
1.610984
2.552299
.8580871
.5116706
.9291901
.2009904
-.1297705
-.689696
-.6830746
.0161971
.1143543
.002872
2.103013
1.12186
.3182598
-.9929147
-.3042544
1.211626
-.2660659
.0808648
-.0492584
.3836533
.1039997
.9354716
1.342317
.9194043
.8521574
-1.087001
.3361615
-.1643552
.0148102
-.9130217
-1.349157
-.1271432
-1.000069
.2653531
1.238878
-1.1135
.315611
-1.769932
-.490079
-.4422436
-.9464213
-1.852473
-1.85873
-1.257157
-1.349716
-.6926681
.037869
-.5070265
.0137619
-2.139984
