date,swb_stress
2008m1,.6477125
2008m2,.4764968
2008m3,.3585466
2008m4,.2559514
2008m5,.1959747
2008m6,.1326839
2008m7,.0300638
2008m8,.0544763
2008m9,.2130637
2008m10,.4171274
2008m11,.6468304
2008m12,.8121942
2009m1,.8699374
2009m2,.8306386
2009m3,.7326458
2009m4,.5529018
2009m5,.3821559
2009m6,.2938827
2009m7,.2566048
2009m8,.2961987
2009m9,.3396226
2009m10,.3695105
2009m11,.3108769
2009m12,.2340512
2010m1,.1767337
2010m2,.1717065
2010m3,.1320099
2010m4,.0812571
2010m5,-.017451
2010m6,-.0321306
2010m7,-.0273597
2010m8,-.0228043
2010m9,-.0014292
2010m10,.0352199
2010m11,.1171493
2010m12,.4139634
2011m1,.9847505
2011m2,1.532884
2011m3,2.062269
2011m4,2.418257
2011m5,2.354954
2011m6,2.138338
2011m7,2.042864
2011m8,2.101466
2011m9,2.326076
2011m10,2.454965
2011m11,2.36936
2011m12,2.232091
2012m1,2.107646
2012m2,2.020246
2012m3,1.943346
2012m4,1.928291
2012m5,1.949901
2012m6,2.027655
2012m7,2.252222
2012m8,2.620992
2012m9,2.96001
2012m10,3.01328
2012m11,2.785922
2012m12,2.539092
2013m1,2.273185
2013m2,2.173537
2013m3,2.171009
2013m4,2.165672
2013m5,2.094222
2013m6,1.989524
2013m7,1.952338
2013m8,2.12623
2013m9,2.457115
2013m10,2.589475
2013m11,2.433125
2013m12,2.202869
2014m1,1.911292
2014m2,1.726835
2014m3,1.588129
2014m4,1.35647
2014m5,1.04627
2014m6,.8364106
2014m7,.6390718
2014m8,.5291424
2014m9,.5144253
2014m10,.4397663
2014m11,.2919161
2014m12,.1544369
2015m1,-.0210668
2015m2,-.1289437
2015m3,-.1568127
2015m4,-.102218
2015m5,.0682903
2015m6,.5245453
2015m7,1.249296
2015m8,1.835513
2015m9,2.243757
2015m10,2.347364
2015m11,2.210604
2015m12,1.992785
2016m1,1.757239
2016m2,1.684172
2016m3,1.78804
2016m4,2.107724
