date,cat_housing
2011m1,.4002873
2011m2,-.0208441
2011m3,-.3860153
2011m4,-.6146963
2011m5,-.5794083
2011m6,-.2757708
2011m7,.2963645
2011m8,1.172452
2011m9,1.373518
2011m10,1.106177
2011m11,.6139061
2011m12,.5782261
2012m1,1.038589
2012m2,1.314744
2012m3,1.159342
2012m4,.887435
2012m5,.9534383
2012m6,1.232923
2012m7,1.364326
2012m8,1.166158
2012m9,.9287668
2012m10,.5367396
2012m11,.1319114
2012m12,-.000211
2013m1,.2626216
2013m2,.396172
2013m3,.4729833
2013m4,.5386562
2013m5,.6031638
2013m6,.5949094
2013m7,.2659835
2013m8,-.2307516
2013m9,-.6599376
2013m10,-.976749
2013m11,-1.339887
2013m12,-1.458367
2014m1,-1.218752
2014m2,-1.049696
2014m3,-1.005786
2014m4,-.9695506
2014m5,-.8983155
2014m6,-.8342697
2014m7,-.8179566
2014m8,-.8909671
2014m9,-1.013248
2014m10,-1.080825
2014m11,-1.127677
2014m12,-.6873576
2015m1,.2484321
2015m2,.7012663
2015m3,.714116
2015m4,.4977171
2015m5,.2373741
2015m6,.0909772
2015m7,-.0799778
2015m8,-.3456115
2015m9,-.7511153
2015m10,-1.107786
2015m11,-1.322984
2015m12,-1.167137
2016m1,-.56058
2016m2,.098785
2016m3,.5084004
2016m4,.9853706
