date,cat_job_growth
2008m1,2.352275
2008m2,2.181709
2008m3,2.167028
2008m4,1.797694
2008m5,1.164026
2008m6,.7699868
2008m7,.504255
2008m8,.5227213
2008m9,.9105095
2008m10,1.241666
2008m11,1.026585
2008m12,.7250946
2009m1,.829211
2009m2,1.104105
2009m3,1.200222
2009m4,1.050841
2009m5,.6499321
2009m6,.0903529
2009m7,-.4526766
2009m8,-.4985416
2009m9,-.040877
2009m10,.5283017
2009m11,.6623427
2009m12,.5892687
2010m1,.7613885
2010m2,.8037763
2010m3,.5222952
2010m4,.4511306
2010m5,.3975821
2010m6,-.1168508
2010m7,-.3926604
2010m8,-.3554302
2010m9,.32671
2010m10,1.097821
2010m11,.9582484
2010m12,.3741724
2011m1,.0244773
2011m2,.0759872
2011m3,.1335825
2011m4,-.0131919
2011m5,-.3190251
2011m6,-.7787434
2011m7,-1.02581
2011m8,-.9833641
2011m9,-.7003739
2011m10,-.2636982
2011m11,-.1275488
2011m12,-.2773816
2012m1,-.3259725
2012m2,-.1771775
2012m3,-.1033587
2012m4,-.3382801
2012m5,-.8938797
2012m6,-1.38764
2012m7,-1.604841
2012m8,-1.503067
2012m9,-1.154704
2012m10,-.8146861
2012m11,-.7264534
2012m12,-.7096733
2013m1,-.5216895
2013m2,-.3826904
2013m3,-.3548115
2013m4,-.2998699
2013m5,-.4671603
2013m6,-.760742
2013m7,-.9444036
2013m8,-.9578884
2013m9,-.8952574
2013m10,-.7202231
2013m11,-.6767839
2013m12,-.4784771
2014m1,-.3032324
2014m2,-.1110348
2014m3,-.0883648
2014m4,-.191508
2014m5,-.5647379
2014m6,-1.023806
2014m7,-1.301595
2014m8,-1.335299
2014m9,-.9182003
2014m10,-.5213746
2014m11,-.3587998
2014m12,-.260966
2015m1,.0025109
2015m2,.2817629
2015m3,.2878643
2015m4,.1231547
2015m5,-.3188037
2015m6,-.7599742
2015m7,-.9074941
2015m8,-.7536867
2015m9,-.2152877
2015m10,.26432
2015m11,.4316851
2015m12,.5741322
2016m1,.5758514
2016m2,.7167487
2016m3,.8816847
2016m4,1.345054
