date,swb_anger
2008m1,-1.616412
2008m2,-1.145938
2008m3,-.4366201
2008m4,.0754802
2008m5,.2298577
2008m6,.1159634
2008m7,.2810951
2008m8,.6105357
2008m9,1.157554
2008m10,1.606568
2008m11,1.567487
2008m12,1.312724
2009m1,1.227365
2009m2,1.568466
2009m3,1.66457
2009m4,1.61454
2009m5,1.441313
2009m6,1.206577
2009m7,.9761318
2009m8,.9138539
2009m9,1.138834
2009m10,1.370529
2009m11,1.200905
2009m12,.7033432
2010m1,.2389368
2010m2,.1931619
2010m3,.5397437
2010m4,.8899958
2010m5,1.355834
2010m6,1.838029
2010m7,2.079638
2010m8,1.85788
2010m9,1.650813
2010m10,1.484748
2010m11,.9849181
2010m12,.3205369
2011m1,-.5455801
2011m2,-.8203833
2011m3,-.5726296
2011m4,-.1675762
2011m5,.1397043
2011m6,.414287
2011m7,.671053
2011m8,.6429424
2011m9,.6304982
2011m10,.6301436
2011m11,.4239198
2011m12,.2701526
2012m1,-.1054239
2012m2,-.4362668
2012m3,-.4694126
2012m4,-.2412555
2012m5,-.0881393
2012m6,.1766948
2012m7,.669771
2012m8,1.177892
2012m9,1.467862
2012m10,1.325513
2012m11,.8168008
2012m12,.484755
2013m1,.106147
2013m2,-.0870758
2013m3,.0457653
2013m4,.1802529
2013m5,.3526482
2013m6,.5521992
2013m7,.8535447
2013m8,1.25646
2013m9,1.660266
2013m10,1.86521
2013m11,1.571932
2013m12,1.305095
2014m1,1.105659
2014m2,1.088031
2014m3,1.184449
2014m4,1.139775
2014m5,1.068282
2014m6,1.419537
2014m7,1.81375
2014m8,2.137396
2014m9,2.407512
2014m10,2.298512
2014m11,1.857013
2014m12,1.503125
2015m1,1.175563
2015m2,1.137897
2015m3,1.508432
2015m4,1.751951
2015m5,1.748021
2015m6,1.801388
2015m7,1.944327
2015m8,2.236904
2015m9,2.480424
2015m10,2.398655
2015m11,1.976247
2015m12,1.47208
2016m1,1.123896
2016m2,1.144107
2016m3,1.783779
2016m4,2.792052
