date,cat_civic_engagement
2011m1,.9196124
2011m2,.8766287
2011m3,.6491548
2011m4,.2838271
2011m5,-.3106187
2011m6,-.6733228
2011m7,-.5852433
2011m8,-.053312
2011m9,.6578394
2011m10,.8334836
2011m11,.5549952
2011m12,.1801894
2012m1,.1409125
2012m2,.2934989
2012m3,.2921642
2012m4,.0432891
2012m5,-.5815754
2012m6,-1.003835
2012m7,-.939573
2012m8,-.3596663
2012m9,.3322125
2012m10,.5948215
2012m11,.4578561
2012m12,.1798482
2013m1,.2284074
2013m2,.3360212
2013m3,-.0040315
2013m4,-.4045678
2013m5,-.9730067
2013m6,-1.34502
2013m7,-1.388636
2013m8,-.9449931
2013m9,-.4168787
2013m10,-.6011396
2013m11,-1.008363
2013m12,-1.132227
2014m1,-1.00878
2014m2,-.8187059
2014m3,-.797112
2014m4,-.9685953
2014m5,-1.289254
2014m6,-1.31656
2014m7,-.9218343
2014m8,-.2052508
2014m9,.4262217
2014m10,.465992
2014m11,.1929688
2014m12,.1279724
2015m1,.4887063
2015m2,.8980617
2015m3,1.130519
2015m4,.9667214
2015m5,.2937004
2015m6,-.2302904
2015m7,-.4811426
2015m8,-.0827161
2015m9,.713122
2015m10,1.063693
2015m11,.9401971
2015m12,.7215428
2016m1,.8299291
2016m2,1.03567
2016m3,1.152642
2016m4,1.54383
