region,date,valeurs_république
Haute-Normandie,2013m1,-.18399897
Haute-Normandie,2013m2,-.35162166
Haute-Normandie,2013m3,-.34971118
Haute-Normandie,2013m4,-.82852393
Haute-Normandie,2013m5,-.33542967
Haute-Normandie,2013m6,-.33846617
Haute-Normandie,2013m7,-1.0498933
Haute-Normandie,2013m8,-1.2300949
Haute-Normandie,2013m9,-.29202938
Haute-Normandie,2013m10,-.12421364
Haute-Normandie,2013m11,.43708497
Haute-Normandie,2013m12,-.4159787
Haute-Normandie,2014m1,.10112303
Haute-Normandie,2014m2,.35014176
Haute-Normandie,2014m3,.26038712
Haute-Normandie,2014m4,-.14055604
Haute-Normandie,2014m5,-.068342768
Haute-Normandie,2014m6,-.34476236
Haute-Normandie,2014m7,-.89326167
Haute-Normandie,2014m8,-1.1006917
Haute-Normandie,2014m9,.27973479
Haute-Normandie,2014m10,-.25209218
Haute-Normandie,2014m11,.013214136
Haute-Normandie,2014m12,-.43003482
Haute-Normandie,2015m1,.67831361
Haute-Normandie,2015m2,.22562772
Haute-Normandie,2015m3,-.17674971
Haute-Normandie,2015m4,.092762247
Haute-Normandie,2015m5,-.23244317
Haute-Normandie,2015m6,-.54354024
Haute-Normandie,2015m7,-.80376911
Haute-Normandie,2015m8,-.39517501
Haute-Normandie,2015m9,.31244889
Haute-Normandie,2015m10,.21523134
Haute-Normandie,2015m11,1.4791408
Haute-Normandie,2015m12,.8303234
Haute-Normandie,2016m1,.88953733
Haute-Normandie,2016m2,.57421994
Haute-Normandie,2016m3,.66498888
Haute-Normandie,2016m4,.49123493
Haute-Normandie,2016m5,.22582117
Haute-Normandie,2016m6,-.18192257
Haute-Normandie,2016m7,-.58622706
Haute-Normandie,2016m8,-.33450496
Haute-Normandie,2016m9,1.0517753
Haute-Normandie,2016m10,.83084041
Haute-Normandie,2016m11,.99620479
Haute-Normandie,2016m12,.076824315
Haute-Normandie,2017m1,.35014689
Haute-Normandie,2017m2,.14565657
Haute-Normandie,2017m3,.82207501
