date,cat_job_growth
2011m1,.2079992
2011m2,.4298511
2011m3,.7341895
2011m4,.8505509
2011m5,.5862355
2011m6,.3698812
2011m7,.5485171
2011m8,.8587022
2011m9,.7614201
2011m10,.5164398
2011m11,.3655245
2011m12,-.0179628
2012m1,.058788
2012m2,.2994064
2012m3,.6723914
2012m4,.6339545
2012m5,-.0907131
2012m6,-.4526635
2012m7,-.1250078
2012m8,.3962204
2012m9,.6011178
2012m10,.4108632
2012m11,-.2223853
2012m12,-.5437235
2013m1,-.2603288
2013m2,.2400318
2013m3,.2976016
2013m4,-.1757329
2013m5,-.6007501
2013m6,-.9585138
2013m7,-1.382343
2013m8,-1.366332
2013m9,-.8793334
2013m10,-.7828964
2013m11,-.8888426
2013m12,-.7904741
2014m1,-.5602184
2014m2,-.2664849
2014m3,-.3322254
2014m4,-.4115058
2014m5,-.7823156
2014m6,-1.201621
2014m7,-1.027761
2014m8,-.556672
2014m9,.0004425
2014m10,.245932
2014m11,.1404489
2014m12,-.0207398
2015m1,.2169981
2015m2,.3720513
2015m3,.1895572
2015m4,-.2828002
2015m5,-.8366421
2015m6,-1.011132
2015m7,-.7053964
2015m8,.1897771
2015m9,.8015932
2015m10,.824018
2015m11,.4863618
2015m12,.1865606
2016m1,.1581774
2016m2,.4192628
2016m3,1.16212
2016m4,2.30053
