region,date,social
Franche-Comte,2013m1,.066037130355835
Franche-Comte,2013m2,.3830244801938534
Franche-Comte,2013m3,-.5856214255094528
Franche-Comte,2013m4,-.4620700359344482
Franche-Comte,2013m5,-.150802368298173
Franche-Comte,2013m6,-.0313732134178281
Franche-Comte,2013m7,.392527848482132
Franche-Comte,2013m8,-.2868062317371368
Franche-Comte,2013m9,.1784403145313263
Franche-Comte,2013m10,-.1613896787166595
Franche-Comte,2013m11,.6703183710575104
Franche-Comte,2013m12,-.452191099524498
Franche-Comte,2014m1,.3830588169395924
Franche-Comte,2014m2,.1472114026546478
Franche-Comte,2014m3,.4882559448480606
Franche-Comte,2014m4,-.5097634673118592
Franche-Comte,2014m5,-.4334573745727539
Franche-Comte,2014m6,-.4296280205249786
Franche-Comte,2014m7,-.7402432084083557
Franche-Comte,2014m8,.1044581368565559
Franche-Comte,2014m9,.7177343145012856
Franche-Comte,2014m10,.040214616060257
Franche-Comte,2014m11,.0067498087882996
Franche-Comte,2014m12,-.8209102571010589
Franche-Comte,2015m1,-.2471088707447052
Franche-Comte,2015m2,-.3106118440628052
Franche-Comte,2015m3,-.4594981342554093
Franche-Comte,2015m4,-.4970332086086273
Franche-Comte,2015m5,.0109207689762115
Franche-Comte,2015m6,.036285474896431
Franche-Comte,2015m7,-.618599408864975
Franche-Comte,2015m8,-.4830084562301636
Franche-Comte,2015m9,.2082453459501266
Franche-Comte,2015m10,-.4742128103971481
Franche-Comte,2015m11,-.1332077004015446
Franche-Comte,2015m12,-.888757997751236
Franche-Comte,2016m1,.2045254051685333
Franche-Comte,2016m2,.4911244868766517
Franche-Comte,2016m3,-.0367032647132874
Franche-Comte,2016m4,-.0265597730875015
Franche-Comte,2016m5,.2061778485774994
Franche-Comte,2016m6,
