date,cat_family
2011m1,-.9933099
2011m2,-.7256484
2011m3,-.6153851
2011m4,-.805587
2011m5,-.9369184
2011m6,-.5824751
2011m7,.1271029
2011m8,1.088498
2011m9,1.70875
2011m10,1.962274
2011m11,1.603988
2011m12,.5832531
2012m1,-.4546554
2012m2,-.8284236
2012m3,-.789487
2012m4,-.8253306
2012m5,-.8561619
2012m6,-.9416563
2012m7,-.5604623
2012m8,.051849
2012m9,.4539047
2012m10,.7278791
2012m11,.8539132
2012m12,.6817993
2013m1,.3741623
2013m2,.1296793
2013m3,.0397791
2013m4,-.2726829
2013m5,-.6821975
2013m6,-1.069186
2013m7,-.8410709
2013m8,-.1155715
2013m9,.2292757
2013m10,.4869713
2013m11,.5673352
2013m12,.4088315
2014m1,.0553085
2014m2,-.1872783
2014m3,-.4341638
2014m4,-.8425539
2014m5,-1.043768
2014m6,-.8641444
2014m7,-.5448437
2014m8,-.148479
2014m9,.3790521
2014m10,.8999895
2014m11,1.127581
2014m12,.8476732
2015m1,.2796644
2015m2,-.0968193
2015m3,-.3756562
2015m4,-.8761725
2015m5,-1.128216
2015m6,-.5009446
2015m7,.2771403
2015m8,.6160253
2015m9,.9261514
2015m10,1.132677
2015m11,1.010351
2015m12,.7556465
2016m1,.4180052
2016m2,-.1244932
2016m3,-.4025822
2016m4,-.3381858
