date,swb_happiness
2008m1,-.1132276
2008m2,.5298388
2008m3,1.235943
2008m4,1.349021
2008m5,1.179911
2008m6,.7578911
2008m7,.2288025
2008m8,-.3474827
2008m9,-.7289457
2008m10,-.9780306
2008m11,-1.350702
2008m12,-1.770817
2009m1,-2.26838
2009m2,-2.259871
2009m3,-1.970327
2009m4,-1.60996
2009m5,-1.43112
2009m6,-1.508064
2009m7,-1.775938
2009m8,-1.903481
2009m9,-1.581242
2009m10,-1.346519
2009m11,-1.502876
2009m12,-1.585816
2010m1,-2.029889
2010m2,-2.096251
2010m3,-1.918521
2010m4,-1.469266
2010m5,-1.450042
2010m6,-1.712925
2010m7,-1.992678
2010m8,-2.265447
2010m9,-2.114484
2010m10,-1.564583
2010m11,-1.182248
2010m12,-1.123317
2011m1,-1.1411
2011m2,-.7844754
2011m3,-.4968961
2011m4,-.3960401
2011m5,-.4642794
2011m6,-.9455473
2011m7,-1.479322
2011m8,-1.625632
2011m9,-1.350596
2011m10,-.9999833
2011m11,-.5225067
2011m12,-.2571836
2012m1,-.466648
2012m2,-.5490577
2012m3,-.3780746
2012m4,-.2562076
2012m5,-.4024896
2012m6,-.81146
2012m7,-1.076509
2012m8,-1.167452
2012m9,-1.047427
2012m10,-.8869185
2012m11,-.8297101
2012m12,-.9176746
2013m1,-1.102126
2013m2,-.8313578
2013m3,-.4696938
2013m4,-.3343451
2013m5,-.2751253
2013m6,-.2085779
2013m7,-.3143453
2013m8,-.5165008
2013m9,-.4968475
2013m10,-.386417
2013m11,-.340398
2013m12,-.4646867
2014m1,-.693265
2014m2,-.5801269
2014m3,-.2459344
2014m4,.0648263
2014m5,.0667796
2014m6,-.1900735
2014m7,-.4438626
2014m8,-.4921363
2014m9,-.2315966
2014m10,.0868953
2014m11,.2220305
2014m12,.0935113
2015m1,-.1000248
2015m2,.0658231
2015m3,.361102
2015m4,.4178573
2015m5,.2512096
2015m6,-.0303266
2015m7,-.2413137
2015m8,-.3258903
2015m9,-.0789517
2015m10,.202055
2015m11,.4512377
2015m12,.5575261
2016m1,.4124329
2016m2,.4549014
2016m3,.5218677
2016m4,.6598593
