date,cat_health_worries
2008m1,-.7822921
2008m2,-.6273714
2008m3,-.4064072
2008m4,-.2500537
2008m5,-.1965907
2008m6,-.1948708
2008m7,-.2292043
2008m8,-.091274
2008m9,-.0686623
2008m10,-.1006785
2008m11,-.0479137
2008m12,-.098402
2009m1,.0261332
2009m2,.1880558
2009m3,.4382014
2009m4,.4475621
2009m5,.5359417
2009m6,.4735357
2009m7,.2748736
2009m8,.3852362
2009m9,.7562478
2009m10,1.285232
2009m11,1.743153
2009m12,1.825846
2010m1,2.077763
2010m2,2.410941
2010m3,2.265344
2010m4,2.15415
2010m5,1.93916
2010m6,1.796622
2010m7,1.557755
2010m8,1.482809
2010m9,1.437572
2010m10,1.342253
2010m11,1.466052
2010m12,1.562295
2011m1,1.301326
2011m2,.8697277
2011m3,.3477497
2011m4,.1994603
2011m5,.2902857
2011m6,.4328325
2011m7,.6376248
2011m8,.7335548
2011m9,.6526668
2011m10,.4106558
2011m11,.104729
2011m12,-.0834454
2012m1,-.0268334
2012m2,.0019545
2012m3,-.0828662
2012m4,-.1268076
2012m5,-.1748678
2012m6,-.1860751
2012m7,-.1951829
2012m8,-.1120996
2012m9,.1136775
2012m10,.1721584
2012m11,-.0528102
2012m12,-.4108287
2013m1,-.5419407
2013m2,-.4635561
2013m3,-.4064753
2013m4,-.427952
2013m5,-.5370027
2013m6,-.7197609
2013m7,-.9148467
2013m8,-1.046261
2013m9,-1.016761
2013m10,-.8400149
2013m11,-.7870443
2013m12,-.6716672
2014m1,-.4971134
2014m2,-.3336146
2014m3,-.3601904
2014m4,-.4365464
2014m5,-.4942998
2014m6,-.532006
2014m7,-.6428102
2014m8,-.7585283
2014m9,-.7570555
2014m10,-.8144802
2014m11,-.9095331
2014m12,-.8893733
2015m1,-.7709837
2015m2,-.594544
2015m3,-.7146946
2015m4,-1.041995
2015m5,-1.247005
2015m6,-1.249508
2015m7,-1.279324
2015m8,-1.256547
2015m9,-1.213757
2015m10,-1.225117
2015m11,-1.254306
2015m12,-1.258798
2016m1,-1.126935
2016m2,-.9635524
2016m3,-.6097377
2016m4,.0100375
