region,date,droite_id
Alsace,2013m1,-.29628655
Alsace,2013m2,-.46130809
Alsace,2013m3,.22708581
Alsace,2013m4,-.14904088
Alsace,2013m5,-.42558545
Alsace,2013m6,-.36653447
Alsace,2013m7,-1.133494
Alsace,2013m8,-1.3176574
Alsace,2013m9,-.1427656
Alsace,2013m10,.16751632
Alsace,2013m11,.26737276
Alsace,2013m12,-.88247627
Alsace,2014m1,-.35444438
Alsace,2014m2,-.29180202
Alsace,2014m3,-.21809876
Alsace,2014m4,-.46307647
Alsace,2014m5,-.24523349
Alsace,2014m6,-.6704098
Alsace,2014m7,-.84520209
Alsace,2014m8,-.34759462
Alsace,2014m9,.16373715
Alsace,2014m10,.081284359
Alsace,2014m11,-.30394426
Alsace,2014m12,-.34402758
Alsace,2015m1,.96154249
Alsace,2015m2,.6517936
Alsace,2015m3,.018003669
Alsace,2015m4,.31382045
Alsace,2015m5,.13214692
Alsace,2015m6,-.41977346
Alsace,2015m7,-.4109787
Alsace,2015m8,-.45543084
Alsace,2015m9,.54931921
Alsace,2015m10,.64781129
Alsace,2015m11,.6142568
Alsace,2015m12,-.02073437
Alsace,2016m1,.50743574
Alsace,2016m2,.39770553
Alsace,2016m3,.48852801
Alsace,2016m4,1.0199776
Alsace,2016m5,.50423545
Alsace,2016m6,.11534399
Alsace,2016m7,-.4322567
Alsace,2016m8,-.11715443
Alsace,2016m9,.79396814
Alsace,2016m10,.70548809
Alsace,2016m11,.82550061
Alsace,2016m12,.34283832
Alsace,2017m1,.22305693
Alsace,2017m2,.4183569
Alsace,2017m3,.25012687
