region,date,immigration
Lorraine,2013m1,-.14366804
Lorraine,2013m2,-.10491459
Lorraine,2013m3,-.20528756
Lorraine,2013m4,-.29816642
Lorraine,2013m5,-.3722918
Lorraine,2013m6,-.39414746
Lorraine,2013m7,-.63512206
Lorraine,2013m8,-.78542173
Lorraine,2013m9,-.24783729
Lorraine,2013m10,.2012766
Lorraine,2013m11,.0031452824
Lorraine,2013m12,-.44147244
Lorraine,2014m1,-.30448669
Lorraine,2014m2,-.70955718
Lorraine,2014m3,-.34813583
Lorraine,2014m4,-.058026671
Lorraine,2014m5,.0018912703
Lorraine,2014m6,-.14688993
Lorraine,2014m7,-.62348819
Lorraine,2014m8,-.77450907
Lorraine,2014m9,.0058342936
Lorraine,2014m10,-.11806986
Lorraine,2014m11,.53887063
Lorraine,2014m12,.025896961
Lorraine,2015m1,.31152856
Lorraine,2015m2,-.084263481
Lorraine,2015m3,-.16623247
Lorraine,2015m4,.01658532
Lorraine,2015m5,.89112443
Lorraine,2015m6,-.17334808
Lorraine,2015m7,-.49498668
Lorraine,2015m8,.37102503
Lorraine,2015m9,2.3979468
Lorraine,2015m10,.21195434
Lorraine,2015m11,.48452508
Lorraine,2015m12,-.023211675
Lorraine,2016m1,.29689804
Lorraine,2016m2,.29820269
Lorraine,2016m3,.052638009
Lorraine,2016m4,.53366649
Lorraine,2016m5,.019635253
Lorraine,2016m6,-.29885623
Lorraine,2016m7,-.40850616
Lorraine,2016m8,-.39551803
Lorraine,2016m9,.74184495
Lorraine,2016m10,.66877776
Lorraine,2016m11,.40458533
Lorraine,2016m12,-.051610712
Lorraine,2017m1,-.013991562
Lorraine,2017m2,.19317661
Lorraine,2017m3,.16821831
