date,cat_personal_security
2011m1,-.1395832
2011m2,-.1698293
2011m3,-.1732143
2011m4,-.1846147
2011m5,-.2603795
2011m6,-.5338446
2011m7,-.7502949
2011m8,-.7624829
2011m9,-.4864341
2011m10,-.3904826
2011m11,-.4683585
2011m12,-.726078
2012m1,-.881135
2012m2,-.8796015
2012m3,-.7779582
2012m4,-.6001508
2012m5,-.3822007
2012m6,-.0870311
2012m7,.1462131
2012m8,-.135821
2012m9,-.2033672
2012m10,.2723676
2012m11,1.266986
2012m12,2.348755
2013m1,2.453693
2013m2,1.726314
2013m3,1.134946
2013m4,.7552897
2013m5,.1015811
2013m6,-.4739768
2013m7,-.7106429
2013m8,-.5940566
2013m9,-.2589054
2013m10,-.0537888
2013m11,-.077305
2013m12,-.1512115
2014m1,-.2367058
2014m2,-.3278245
2014m3,-.4218975
2014m4,-.5380625
2014m5,-.6274895
2014m6,-.6912575
2014m7,-.673443
2014m8,-.5637305
2014m9,-.4530581
2014m10,-.3908039
2014m11,-.261556
2014m12,-.1028153
2015m1,.0221232
2015m2,-.0577748
2015m3,-.0742609
2015m4,-.2115576
2015m5,-.4041344
2015m6,-.5341615
2015m7,-.613676
2015m8,-.5022768
2015m9,.0460708
2015m10,.9474704
2015m11,1.770857
2015m12,1.678363
2016m1,1.031162
2016m2,.6536986
2016m3,.9661121
2016m4,1.677232
