date,swb_laugh
2011m1,-1.507884
2011m2,-1.041257
2011m3,-.712886
2011m4,-.2774115
2011m5,.1056976
2011m6,.0666786
2011m7,-.2579539
2011m8,-.4310023
2011m9,-.0842201
2011m10,.4030764
2011m11,.4780779
2011m12,.1030696
2012m1,-.5545756
2012m2,-.5542569
2012m3,-.179948
2012m4,.0590093
2012m5,.4724153
2012m6,.9337296
2012m7,.8241113
2012m8,.209894
2012m9,-.1898829
2012m10,-.4862466
2012m11,-1.04863
2012m12,-1.463915
2013m1,-1.674317
2013m2,-1.125593
2013m3,-.5427219
2013m4,-.4215106
2013m5,-.0050788
2013m6,.6400571
2013m7,.6985786
2013m8,.3450115
2013m9,.0675997
2013m10,.2336997
2013m11,.3073732
2013m12,-.325926
2014m1,-1.183467
2014m2,-1.215994
2014m3,-.7108504
2014m4,-.1740488
2014m5,.0652257
2014m6,-.2583165
2014m7,-.7707762
2014m8,-1.321613
2014m9,-1.385257
2014m10,-.9408113
2014m11,-.5114768
2014m12,-.5331337
2015m1,-.6777936
2015m2,-.5889658
2015m3,-.6737794
2015m4,-.6673062
2015m5,-.1941298
2015m6,.1745052
2015m7,.1281541
2015m8,-.2058392
2015m9,-.4851803
2015m10,-.4454654
2015m11,-.1685493
2015m12,-.1719291
2016m1,-.6758889
2016m2,-1.07963
2016m3,-1.079612
2016m4,-.4503688
