date,cat_financial_security
2011m1,1.526314
2011m2,.7750798
2011m3,.391028
2011m4,.2938133
2011m5,.3877773
2011m6,.5604631
2011m7,.7448267
2011m8,.5279345
2011m9,.0266914
2011m10,-.4232131
2011m11,-.8951855
2011m12,-1.032523
2012m1,-.7123241
2012m2,-.4768175
2012m3,-.2194835
2012m4,-.0432762
2012m5,-.0761393
2012m6,-.2372041
2012m7,-.3878736
2012m8,-.793906
2012m9,-1.009103
2012m10,-1.052707
2012m11,-1.038293
2012m12,-.7563301
2013m1,-.0939958
2013m2,.1864129
2013m3,.2280699
2013m4,.2259256
2013m5,.1242176
2013m6,-.1795215
2013m7,-.5243918
2013m8,-.7312246
2013m9,-.9208114
2013m10,-1.380887
2013m11,-1.828965
2013m12,-1.774238
2014m1,-1.265438
2014m2,-.9395403
2014m3,-.8750727
2014m4,-.8540711
2014m5,-.6108323
2014m6,-.1312292
2014m7,.2188172
2014m8,.1754967
2014m9,-.0883136
2014m10,-.1550259
2014m11,-.0126086
2014m12,.2914661
2015m1,.7447628
2015m2,1.150173
2015m3,1.445502
2015m4,1.512746
2015m5,1.408395
2015m6,1.542591
2015m7,1.526961
2015m8,1.013936
2015m9,.4403864
2015m10,.0466911
2015m11,-.0985099
2015m12,.1657075
2016m1,.6883954
2016m2,.7998084
2016m3,1.030807
2016m4,1.41786
