date,cat_education
2008m1,.9304661
2008m2,.8773775
2008m3,.7647743
2008m4,.5648764
2008m5,.0999186
2008m6,-.4072212
2008m7,-.4515069
2008m8,.0638917
2008m9,.8377385
2008m10,1.101852
2008m11,.8825282
2008m12,.5953065
2009m1,.8019744
2009m2,1.086353
2009m3,1.094838
2009m4,.8113017
2009m5,.3139656
2009m6,-.1686785
2009m7,-.2201169
2009m8,.386103
2009m9,1.252786
2009m10,1.703285
2009m11,1.611367
2009m12,1.332566
2010m1,1.452721
2010m2,1.668432
2010m3,1.661888
2010m4,1.346776
2010m5,.7048796
2010m6,.0503855
2010m7,-.1537589
2010m8,.3377455
2010m9,1.089678
2010m10,1.357406
2010m11,1.143723
2010m12,.673268
2011m1,.4898698
2011m2,.4215788
2011m3,.2614268
2011m4,-.0295147
2011m5,-.4598589
2011m6,-.9234315
2011m7,-1.076324
2011m8,-.6857579
2011m9,-.1518827
2011m10,.0122477
2011m11,-.1697615
2011m12,-.4005746
2012m1,-.2472639
2012m2,-.1188088
2012m3,-.1741612
2012m4,-.4003296
2012m5,-.7869865
2012m6,-1.215754
2012m7,-1.267772
2012m8,-.7804
2012m9,-.2450056
2012m10,-.1391528
2012m11,-.3815923
2012m12,-.6106012
2013m1,-.4409169
2013m2,-.2265946
2013m3,-.2404717
2013m4,-.4721406
2013m5,-.9761331
2013m6,-1.437881
2013m7,-1.398956
2013m8,-.8320497
2013m9,-.2003971
2013m10,-.0344984
2013m11,-.3022959
2013m12,-.5965797
2014m1,-.505206
2014m2,-.2939761
2014m3,-.2569054
2014m4,-.4200476
2014m5,-.8986217
2014m6,-1.376676
2014m7,-1.33813
2014m8,-.6808798
2014m9,.0914351
2014m10,.2853204
2014m11,.046399
2014m12,-.1898546
2015m1,-.1113207
2015m2,.0658929
2015m3,.1320547
2015m4,-.1543177
2015m5,-.8562996
2015m6,-1.467886
2015m7,-1.454507
2015m8,-.7471721
2015m9,.0543902
2015m10,.2393236
2015m11,-.0244519
2015m12,-.3035728
2016m1,-.2116699
2016m2,-.0846277
2016m3,-.165611
2016m4,-.3332465
