date,cat_housing
2008m1,2.377068
2008m2,1.632941
2008m3,1.086122
2008m4,.565259
2008m5,.1515978
2008m6,-.10789
2008m7,-.2921117
2008m8,-.3688122
2008m9,-.2223785
2008m10,.0794536
2008m11,.8704939
2008m12,2.234151
2009m1,2.935282
2009m2,2.988772
2009m3,2.848764
2009m4,2.320034
2009m5,1.641563
2009m6,1.082933
2009m7,.6776472
2009m8,.4160587
2009m9,.2648637
2009m10,.246546
2009m11,.2357369
2009m12,.2321135
2010m1,.3419102
2010m2,.4457826
2010m3,.4786391
2010m4,.4616015
2010m5,.560873
2010m6,.8578652
2010m7,1.230569
2010m8,1.347775
2010m9,1.091961
2010m10,.7653366
2010m11,.3993048
2010m12,.1072894
2011m1,.0043336
2011m2,-.1012825
2011m3,-.2272477
2011m4,-.4201921
2011m5,-.5262212
2011m6,-.4954657
2011m7,-.305049
2011m8,.0248905
2011m9,.1612004
2011m10,.0519977
2011m11,-.1666217
2011m12,-.2494074
2012m1,-.1206332
2012m2,-.094879
2012m3,-.2358538
2012m4,-.3638445
2012m5,-.3877887
2012m6,-.3863918
2012m7,-.4007972
2012m8,-.4859768
2012m9,-.5112647
2012m10,-.4976614
2012m11,-.2836307
2012m12,-.0086808
2013m1,.1204323
2013m2,-.0798615
2013m3,-.3739243
2013m4,-.4969042
2013m5,-.4034671
2013m6,-.0906809
2013m7,.2312384
2013m8,.2105703
2013m9,-.0432248
2013m10,-.2580638
2013m11,-.4989491
2013m12,-.6776792
2014m1,-.7628598
2014m2,-.8419413
2014m3,-.7925251
2014m4,-.5755226
2014m5,-.2467407
2014m6,-.1516404
2014m7,-.4421389
2014m8,-.7693796
2014m9,-1.005823
2014m10,-1.142348
2014m11,-1.193471
2014m12,-1.087569
2015m1,-.8513804
2015m2,-.7366057
2015m3,-.7043734
2015m4,-.7336107
2015m5,-.7942734
2015m6,-.8425025
2015m7,-.9171793
2015m8,-1.004849
2015m9,-1.112167
2015m10,-1.209302
2015m11,-1.260399
2015m12,-1.197946
2016m1,-1.024815
2016m2,-.8387137
2016m3,-.7316808
2016m4,-.6263749
