date,swb_stress
2008m1,-.7352121
2008m2,-.696012
2008m3,-.6885855
2008m4,-.8460214
2008m5,-1.24929
2008m6,-1.453713
2008m7,-1.089008
2008m8,-.2555536
2008m9,.6614393
2008m10,1.034617
2008m11,1.203676
2008m12,1.314676
2009m1,1.269108
2009m2,1.028045
2009m3,1.05771
2009m4,.9243807
2009m5,.425126
2009m6,.0314644
2009m7,-.0797562
2009m8,.4789282
2009m9,1.433577
2009m10,2.022004
2009m11,1.954512
2009m12,1.628157
2010m1,1.162629
2010m2,1.052181
2010m3,1.068381
2010m4,.928354
2010m5,.6520206
2010m6,.5142069
2010m7,.5883115
2010m8,.867967
2010m9,1.353917
2010m10,1.685269
2010m11,1.427785
2010m12,1.118953
2011m1,.6977872
2011m2,.5995621
2011m3,.818629
2011m4,.8594965
2011m5,.3439109
2011m6,-.0190679
2011m7,.2225059
2011m8,.8823178
2011m9,1.744349
2011m10,2.236043
2011m11,1.847905
2011m12,1.304478
2012m1,.8606002
2012m2,.7259885
2012m3,.5813358
2012m4,.2817754
2012m5,-.0251825
2012m6,-.2400338
2012m7,-.1073934
2012m8,.6813149
2012m9,1.756998
2012m10,2.340811
2012m11,2.071842
2012m12,1.602153
2013m1,1.266801
2013m2,1.232009
2013m3,1.130283
2013m4,.8165877
2013m5,.3331343
2013m6,-.0029652
2013m7,.0992819
2013m8,.7279638
2013m9,1.516925
2013m10,2.031964
2013m11,1.875006
2013m12,1.386677
2014m1,.7705368
2014m2,.4276673
2014m3,.5713174
2014m4,.6611731
2014m5,.4185586
2014m6,.2721499
2014m7,.339527
2014m8,.7520513
2014m9,1.274433
2014m10,1.38334
2014m11,1.285238
2014m12,1.193957
2015m1,1.060668
2015m2,1.091739
2015m3,1.173794
2015m4,1.095527
2015m5,.6307456
2015m6,.2409997
2015m7,.1946847
2015m8,.650071
2015m9,1.383577
2015m10,1.741554
2015m11,1.544813
2015m12,1.318634
2016m1,1.028426
2016m2,1.103431
2016m3,1.357479
2016m4,1.778232
