region,date,housing
France,2013m1,-.4050122257322073
France,2013m2,-.0371811004976432
France,2013m3,-.1011788987865051
France,2013m4,-.184488266085585
France,2013m5,-.3710363457600276
France,2013m6,-.4100065051267545
France,2013m7,.1259609411160151
France,2013m8,.5601379871368408
France,2013m9,.1370972916483879
France,2013m10,-.5324037671089172
France,2013m11,-.8895068367322286
France,2013m12,-1.83136385679245
France,2014m1,-.1545801808436712
France,2014m2,-.0773534948627154
France,2014m3,-.0228762552142143
France,2014m4,-.1950581128476188
France,2014m5,-.0680566603938739
France,2014m6,-.2608492746949196
France,2014m7,.5779128770033518
France,2014m8,.8935582408060631
France,2014m9,.5354783137639364
France,2014m10,-.0479140977064768
France,2014m11,-.7257875502109528
France,2014m12,-1.482024808724721
France,2015m1,-.1086768259604772
France,2015m2,.5418681919885179
France,2015m3,.4593519245584806
France,2015m4,.1820041437943777
France,2015m5,.1389330824216207
France,2015m6,.1474078620473544
France,2015m7,.750865509112676
France,2015m8,.615725189447403
France,2015m9,.3174504538377126
France,2015m10,-.3142617518703143
France,2015m11,-1.127890129884084
France,2015m12,-1.713992029428482
France,2016m1,.4148108698427677
France,2016m2,.4796965084969997
France,2016m3,.3948873889942964
France,2016m4,.5719152589639028
France,2016m5,.2590027352174123
France,2016m6,
