date,cat_summer_leisure
2011m1,-.5705988
2011m2,-.0561419
2011m3,.5665694
2011m4,1.191959
2011m5,1.676817
2011m6,1.882555
2011m7,1.659858
2011m8,1.045734
2011m9,.3315871
2011m10,-.3491737
2011m11,-.9053577
2011m12,-1.098699
2012m1,-.8581331
2012m2,-.3404353
2012m3,.3548692
2012m4,1.020944
2012m5,1.481145
2012m6,1.616086
2012m7,1.380242
2012m8,.8552681
2012m9,.1911266
2012m10,-.4859197
2012m11,-1.030768
2012m12,-1.255528
2013m1,-1.114192
2013m2,-.6389796
2013m3,.0215428
2013m4,.5825213
2013m5,.9937921
2013m6,1.109945
2013m7,.9172952
2013m8,.4388633
2013m9,-.1722541
2013m10,-.6747089
2013m11,-1.073123
2013m12,-1.211941
2014m1,-.9710974
2014m2,-.4934297
2014m3,.0979837
2014m4,.6277208
2014m5,.9841195
2014m6,1.058648
2014m7,.7848899
2014m8,.2858046
2014m9,-.3196578
2014m10,-.8352063
2014m11,-1.23929
2014m12,-1.352917
2015m1,-1.06644
2015m2,-.5707558
2015m3,-.041089
2015m4,.3447414
2015m5,.5619427
2015m6,.5554992
2015m7,.2995823
2015m8,-.1367402
2015m9,-.6128369
2015m10,-1.033855
2015m11,-1.398324
2015m12,-1.556085
2016m1,-1.350376
2016m2,-.8229662
2016m3,-.0813955
2016m4,.7987637
