date,swb_happiness
2011m1,-1.626831
2011m2,-.8717822
2011m3,-.4209791
2011m4,-.0109713
2011m5,.3267089
2011m6,.5880001
2011m7,.2950725
2011m8,-.2577691
2011m9,-.2367352
2011m10,.0446225
2011m11,.4323425
2011m12,.3387336
2012m1,-.1148589
2012m2,-.2831473
2012m3,-.1915971
2012m4,.2837147
2012m5,.5443764
2012m6,.4923983
2012m7,.0867872
2012m8,-.51918
2012m9,-.7968296
2012m10,-.5330615
2012m11,.1476863
2012m12,.261589
2013m1,.0028956
2013m2,.0572635
2013m3,.2066852
2013m4,.3819861
2013m5,.4160089
2013m6,.3195008
2013m7,-.0984175
2013m8,-.7275731
2013m9,-.9383978
2013m10,-.6319747
2013m11,-.1985514
2013m12,-.1856488
2014m1,-.1679774
2014m2,.3064194
2014m3,.822683
2014m4,1.202678
2014m5,1.059807
2014m6,.549189
2014m7,.007201
2014m8,-.4844676
2014m9,-.4075477
2014m10,.1127361
2014m11,.6682566
2014m12,.7386913
2015m1,.6311239
2015m2,.9458352
2015m3,1.266937
2015m4,1.391936
2015m5,1.36627
2015m6,1.113981
2015m7,.8239182
2015m8,.5540849
2015m9,.7128155
2015m10,1.235245
2015m11,1.706113
2015m12,1.565661
2016m1,1.1516
2016m2,1.240947
2016m3,1.441758
2016m4,1.744671
