region,date,travail
Centre,2013m1,.58011162
Centre,2013m2,.065720722
Centre,2013m3,-.055845525
Centre,2013m4,-2.0003402
Centre,2013m5,-1.8951733
Centre,2013m6,-1.0001686
Centre,2013m7,-1.5269592
Centre,2013m8,-1.0160545
Centre,2013m9,.49006435
Centre,2013m10,.23921816
Centre,2013m11,-.53504366
Centre,2013m12,-.82686543
Centre,2014m1,1.0837026
Centre,2014m2,1.5434239
Centre,2014m3,-.010766512
Centre,2014m4,-.80665046
Centre,2014m5,-.90618879
Centre,2014m6,-.801615
Centre,2014m7,-.40908176
Centre,2014m8,-.55720329
Centre,2014m9,1.6197264
Centre,2014m10,.85756975
Centre,2014m11,-.11294416
Centre,2014m12,-1.0568163
Centre,2015m1,1.1130253
Centre,2015m2,1.1002775
Centre,2015m3,.019678622
Centre,2015m4,-.70143956
Centre,2015m5,-.36949876
Centre,2015m6,-.09457384
Centre,2015m7,-.97376305
Centre,2015m8,-.49630064
Centre,2015m9,1.5056244
Centre,2015m10,.72472018
Centre,2015m11,-.029611383
Centre,2015m12,-.55914927
Centre,2016m1,1.4622999
Centre,2016m2,.5874511
Centre,2016m3,-.28830069
Centre,2016m4,.41517603
Centre,2016m5,.037822425
Centre,2016m6,-.18987444
Centre,2016m7,-.52446258
Centre,2016m8,-.382249
Centre,2016m9,1.1960351
Centre,2016m10,1.1628108
Centre,2016m11,.4807204
Centre,2016m12,-.60408485
Centre,2017m1,1.1493765
Centre,2017m2,.9230296
Centre,2017m3,1.2685487
