date,cat_job_growth
2011m1,.401481
2011m2,.6847672
2011m3,.6375802
2011m4,.9275612
2011m5,.8119913
2011m6,.3849385
2011m7,.0871516
2011m8,-.0402166
2011m9,.1948854
2011m10,.1290435
2011m11,-.5780106
2011m12,-1.164715
2012m1,-1.040853
2012m2,-.3353603
2012m3,.27438
2012m4,.3026705
2012m5,.0390129
2012m6,-.4069217
2012m7,-.3246824
2012m8,-.0056856
2012m9,.5226094
2012m10,.6645963
2012m11,.3278669
2012m12,-.2468361
2013m1,-.4219663
2013m2,.0089196
2013m3,.2343237
2013m4,.1700364
2013m5,.0604835
2013m6,-.1475412
2013m7,-.4767933
2013m8,-.9612014
2013m9,-1.109189
2013m10,-.9244094
2013m11,-1.013523
2013m12,-1.031571
2014m1,-.7692464
2014m2,-.470507
2014m3,-.3644036
2014m4,-.3355015
2014m5,-.4824274
2014m6,-.6444148
2014m7,-.8366271
2014m8,-.915708
2014m9,-.652954
2014m10,-.4014669
2014m11,-.1180089
2014m12,-.1314431
2015m1,-.1580197
2015m2,-.0606615
2015m3,.1004263
2015m4,.2722323
2015m5,.320052
2015m6,.1395085
2015m7,-.1339267
2015m8,-.0565421
2015m9,.2859577
2015m10,.4994894
2015m11,.6209918
2015m12,.6794586
2016m1,.8136808
2016m2,1.100495
2016m3,1.803865
2016m4,3.260878
