date,swb_anger
2011m1,-.7888383
2011m2,-.4236652
2011m3,-.143704
2011m4,-.1415965
2011m5,-.456063
2011m6,-1.041067
2011m7,-.6124171
2011m8,.112802
2011m9,.3753782
2011m10,.3572186
2011m11,.0799134
2011m12,.0147926
2012m1,.0448702
2012m2,-.0815235
2012m3,-.2365177
2012m4,-.4578803
2012m5,-.4575374
2012m6,-.5328939
2012m7,-.0942351
2012m8,.5541549
2012m9,.6297088
2012m10,.142222
2012m11,-.5450659
2012m12,-.7724
2013m1,-.4375429
2013m2,-.2278002
2013m3,-.3756235
2013m4,-.638681
2013m5,-.6982215
2013m6,-.6402251
2013m7,.0012573
2013m8,.6605552
2013m9,.6364843
2013m10,.2917927
2013m11,-.0232858
2013m12,.2783536
2014m1,.5740453
2014m2,.3665703
2014m3,-.0199966
2014m4,-.1910784
2014m5,.1325603
2014m6,.4561429
2014m7,.8114449
2014m8,.9826523
2014m9,.8404266
2014m10,.792584
2014m11,.8322858
2014m12,.8662791
2015m1,.620743
2015m2,.4166442
2015m3,.4683709
2015m4,.8864414
2015m5,1.133856
2015m6,1.177814
2015m7,1.482701
2015m8,1.792028
2015m9,1.566119
2015m10,.9623477
2015m11,.5304137
2015m12,.4779922
2016m1,.3600241
2016m2,.2359753
2016m3,.5219693
2016m4,.3864453
