date,swb_learn
2008m1,-2.298068
2008m2,-1.174849
2008m3,-.1046768
2008m4,.7622417
2008m5,1.072302
2008m6,.8930613
2008m7,.5753745
2008m8,.2478744
2008m9,.0644796
2008m10,-.2349111
2008m11,-.4145574
2008m12,-.7891446
2009m1,-1.000011
2009m2,-.4011655
2009m3,.371466
2009m4,.9314389
2009m5,1.053614
2009m6,.9819461
2009m7,1.144367
2009m8,1.209987
2009m9,1.368736
2009m10,1.412696
2009m11,1.318912
2009m12,1.081387
2010m1,.7128235
2010m2,.9046234
2010m3,1.494869
2010m4,2.088016
2010m5,2.488778
2010m6,2.216605
2010m7,1.869066
2010m8,1.7206
2010m9,1.554874
2010m10,1.247873
2010m11,.9056773
2010m12,.8281254
2011m1,.8451538
2011m2,1.051742
2011m3,1.487877
2011m4,1.904562
2011m5,2.138153
2011m6,2.093363
2011m7,1.915711
2011m8,1.55273
2011m9,1.450556
2011m10,1.570859
2011m11,1.377621
2011m12,.9603698
2012m1,.6500118
2012m2,.8612887
2012m3,1.514361
2012m4,2.088514
2012m5,2.312793
2012m6,2.414132
2012m7,2.255835
2012m8,1.922294
2012m9,1.565313
2012m10,1.146289
2012m11,.8301023
2012m12,.5863051
2013m1,.5709419
2013m2,.8803883
2013m3,1.388824
2013m4,1.73948
2013m5,1.772444
2013m6,1.768612
2013m7,1.872472
2013m8,1.957479
2013m9,2.012893
2013m10,1.86607
2013m11,1.413065
2013m12,.895377
2014m1,.634963
2014m2,.7505503
2014m3,1.195326
2014m4,1.735691
2014m5,2.009452
2014m6,2.110464
2014m7,2.060035
2014m8,1.909582
2014m9,1.857167
2014m10,1.56894
2014m11,.9784867
2014m12,.4722146
2015m1,.0526536
2015m2,.3216472
2015m3,1.02054
2015m4,1.632861
2015m5,1.764987
2015m6,1.786507
2015m7,1.712086
2015m8,1.565034
2015m9,1.387209
2015m10,1.174105
2015m11,.8318895
2015m12,.3229539
2016m1,-.1044025
2016m2,-.1510031
2016m3,.279149
2016m4,.6452708
