personal_security_f
-1.25844
.2998444
-1.124913
-1.148296
-.6335964
-1.982392
-.3520011
-1.454341
-1.064156
-1.402563
-.6143306
.0077113
-.2068417
-.287457
.4286865
.2562369
-.4482229
-.3468177
1.018561
-.7006612
-.7040641
-1.015692
.3971427
4.572988
2.754623
1.077847
.9972293
.5390184
.0591979
-.6399493
.5990033
-.6047572
-.5558179
-.7042582
.3270456
.4294508
-.0267433
.483449
.0344498
-.0584642
-.1960227
-.2514531
-.2231928
-.5669444
.0879984
.8467108
.7268162
1.193648
.287998
.0616871
.1427679
.1030452
-.1279143
.8612247
.4984247
-.1132261
-.279276
