region,date,islam
Bourgogne,2013m1,.26439798
Bourgogne,2013m2,-.60477811
Bourgogne,2013m3,-.36600241
Bourgogne,2013m4,-.67000836
Bourgogne,2013m5,.23571293
Bourgogne,2013m6,.35849637
Bourgogne,2013m7,.55241215
Bourgogne,2013m8,.9548465
Bourgogne,2013m9,-.22545573
Bourgogne,2013m10,-.59726959
Bourgogne,2013m11,-.93211716
Bourgogne,2013m12,-.75937319
Bourgogne,2014m1,-.56922722
Bourgogne,2014m2,-.43416736
Bourgogne,2014m3,-.12993973
Bourgogne,2014m4,.34077066
Bourgogne,2014m5,.074705318
Bourgogne,2014m6,.2229937
Bourgogne,2014m7,.29178709
Bourgogne,2014m8,-.35956186
Bourgogne,2014m9,.88511479
Bourgogne,2014m10,-.73802364
Bourgogne,2014m11,.10090744
Bourgogne,2014m12,.27897322
Bourgogne,2015m1,1.7883897
Bourgogne,2015m2,.67048734
Bourgogne,2015m3,.071506232
Bourgogne,2015m4,-.087942071
Bourgogne,2015m5,.61854374
Bourgogne,2015m6,.50144756
Bourgogne,2015m7,.003235966
Bourgogne,2015m8,-.54894143
Bourgogne,2015m9,.18009363
Bourgogne,2015m10,-.080520891
Bourgogne,2015m11,1.3118407
Bourgogne,2015m12,.57343
Bourgogne,2016m1,.060478617
Bourgogne,2016m2,.20325643
Bourgogne,2016m3,.078807287
Bourgogne,2016m4,-.46795154
Bourgogne,2016m5,-.36341053
Bourgogne,2016m6,.2195904
Bourgogne,2016m7,-.50838143
Bourgogne,2016m8,.20065664
Bourgogne,2016m9,.29444504
Bourgogne,2016m10,.02979737
Bourgogne,2016m11,-.41481563
Bourgogne,2016m12,-.4603954
Bourgogne,2017m1,-.48927563
Bourgogne,2017m2,-.47700188
Bourgogne,2017m3,-1.5450399
