region,date,travail
Limousin,2013m1,.24185729
Limousin,2013m2,.18051893
Limousin,2013m3,.36745381
Limousin,2013m4,-.42262292
Limousin,2013m5,-.11712915
Limousin,2013m6,-.073239245
Limousin,2013m7,-.5624221
Limousin,2013m8,-1.1570482
Limousin,2013m9,.12560935
Limousin,2013m10,.30761415
Limousin,2013m11,-.31102931
Limousin,2013m12,-.2767067
Limousin,2014m1,.86352891
Limousin,2014m2,.29127565
Limousin,2014m3,.45054826
Limousin,2014m4,-.59751105
Limousin,2014m5,-.035369556
Limousin,2014m6,-.26755649
Limousin,2014m7,-.73739856
Limousin,2014m8,-.80836755
Limousin,2014m9,.56568402
Limousin,2014m10,.066612385
Limousin,2014m11,-.018895119
Limousin,2014m12,-.44249237
Limousin,2015m1,.48125002
Limousin,2015m2,.41074681
Limousin,2015m3,.062914878
Limousin,2015m4,.11042439
Limousin,2015m5,.071299106
Limousin,2015m6,.10626434
Limousin,2015m7,-.48461109
Limousin,2015m8,-.38112572
Limousin,2015m9,.45423076
Limousin,2015m10,.30518728
Limousin,2015m11,-.041593898
Limousin,2015m12,-.52444768
Limousin,2016m1,.75998962
Limousin,2016m2,.26126397
Limousin,2016m3,.44884571
Limousin,2016m4,-.43522054
Limousin,2016m5,.1077343
Limousin,2016m6,-.33393744
Limousin,2016m7,-.56651038
Limousin,2016m8,-.7222743
Limousin,2016m9,.29316586
Limousin,2016m10,.12810318
Limousin,2016m11,.54846245
Limousin,2016m12,-.24067679
Limousin,2017m1,.36890498
Limousin,2017m2,.74521375
Limousin,2017m3,.98361146
