date,cat_housing
2008m1,2.225649
2008m2,1.590325
2008m3,1.045665
2008m4,.5181683
2008m5,.1213079
2008m6,-.1169426
2008m7,-.283998
2008m8,-.3610289
2008m9,-.1906966
2008m10,.1449347
2008m11,.8515486
2008m12,2.104528
2009m1,2.782422
2009m2,2.870925
2009m3,2.882713
2009m4,2.43835
2009m5,1.737672
2009m6,1.230363
2009m7,.915585
2009m8,.6488609
2009m9,.4388939
2009m10,.2641689
2009m11,.0989496
2009m12,.1463469
2010m1,.3509583
2010m2,.4507565
2010m3,.4816774
2010m4,.5072413
2010m5,.6262344
2010m6,.9572428
2010m7,1.345409
2010m8,1.37465
2010m9,1.016228
2010m10,.679294
2010m11,.3520915
2010m12,-.0377211
2011m1,-.2537557
2011m2,-.4085529
2011m3,-.5148807
2011m4,-.6044706
2011m5,-.579504
2011m6,-.3769139
2011m7,-.0751575
2011m8,.2837105
2011m9,.3072103
2011m10,.1830337
2011m11,.0124371
2011m12,.0271091
2012m1,.2376232
2012m2,.2975004
2012m3,.2007868
2012m4,.002169
2012m5,-.1772136
2012m6,-.2479935
2012m7,-.2159721
2012m8,-.2895508
2012m9,-.4031332
2012m10,-.4935251
2012m11,-.6188762
2012m12,-.5991756
2013m1,-.4350246
2013m2,-.2402473
2013m3,-.0906314
2013m4,-.0254247
2013m5,-.0296092
2013m6,-.1209397
2013m7,-.3797844
2013m8,-.647023
2013m9,-.8122773
2013m10,-.9632363
2013m11,-1.135255
2013m12,-1.242203
2014m1,-1.164383
2014m2,-1.028937
2014m3,-.9017136
2014m4,-.8322059
2014m5,-.7977496
2014m6,-.7748978
2014m7,-.7573299
2014m8,-.8133478
2014m9,-.9364964
2014m10,-1.072824
2014m11,-1.164296
2014m12,-1.044541
2015m1,-.7200659
2015m2,-.5099625
2015m3,-.4077605
2015m4,-.3957802
2015m5,-.4493808
2015m6,-.476924
2015m7,-.5318699
2015m8,-.6314821
2015m9,-.8269582
2015m10,-1.057131
2015m11,-1.20664
2015m12,-1.17789
2016m1,-.9299261
2016m2,-.6458627
2016m3,-.4012151
2016m4,-.1224518
