region,date,immigration
Ile-de-France,2013m1,-.57795775
Ile-de-France,2013m2,-.63504058
Ile-de-France,2013m3,-.63785195
Ile-de-France,2013m4,-.73099875
Ile-de-France,2013m5,-.64832801
Ile-de-France,2013m6,-.50133103
Ile-de-France,2013m7,-.43362427
Ile-de-France,2013m8,-.44687381
Ile-de-France,2013m9,-.68265462
Ile-de-France,2013m10,-.57679111
Ile-de-France,2013m11,-.67708826
Ile-de-France,2013m12,-.53051937
Ile-de-France,2014m1,-.74689233
Ile-de-France,2014m2,-.40233824
Ile-de-France,2014m3,-.28038025
Ile-de-France,2014m4,-.44127688
Ile-de-France,2014m5,-.78123248
Ile-de-France,2014m6,-.46269983
Ile-de-France,2014m7,-.43752533
Ile-de-France,2014m8,-.53358722
Ile-de-France,2014m9,-.74369031
Ile-de-France,2014m10,-.75542581
Ile-de-France,2014m11,-.53852224
Ile-de-France,2014m12,-.61827791
Ile-de-France,2015m1,-.41460937
Ile-de-France,2015m2,-.33119202
Ile-de-France,2015m3,-.42876983
Ile-de-France,2015m4,-.45340899
Ile-de-France,2015m5,-.22863176
Ile-de-France,2015m6,-.093570083
Ile-de-France,2015m7,-.42361119
Ile-de-France,2015m8,1.1859826
Ile-de-France,2015m9,4.6082225
Ile-de-France,2015m10,1.1028609
Ile-de-France,2015m11,1.237718
Ile-de-France,2015m12,-.12390743
Ile-de-France,2016m1,.61171263
Ile-de-France,2016m2,1.0971437
Ile-de-France,2016m3,.78887886
Ile-de-France,2016m4,.23025739
Ile-de-France,2016m5,.26170751
Ile-de-France,2016m6,.24626869
Ile-de-France,2016m7,.26463315
Ile-de-France,2016m8,.28044346
Ile-de-France,2016m9,.85367101
Ile-de-France,2016m10,1.6499984
Ile-de-France,2016m11,.51360559
Ile-de-France,2016m12,.27781975
Ile-de-France,2017m1,.33907986
Ile-de-France,2017m2,.30225506
Ile-de-France,2017m3,.28077888
