date,cat_health_worries
2011m1,1.776465
2011m2,1.600476
2011m3,1.566684
2011m4,1.575575
2011m5,1.363306
2011m6,1.172332
2011m7,.9859391
2011m8,1.020404
2011m9,1.123987
2011m10,1.044354
2011m11,1.084175
2011m12,1.26826
2012m1,1.37615
2012m2,1.450792
2012m3,1.29079
2012m4,1.022683
2012m5,.6447533
2012m6,.2885907
2012m7,.0841828
2012m8,.1391907
2012m9,.28553
2012m10,.3638888
2012m11,.4653584
2012m12,.2993998
2013m1,.1649814
2013m2,.1635548
2013m3,.1703777
2013m4,.0749708
2013m5,-.1846632
2013m6,-.4531139
2013m7,-.5241585
2013m8,-.5207301
2013m9,-.3728728
2013m10,-.2554097
2013m11,-.4300513
2013m12,-.6532367
2014m1,-.7348473
2014m2,-.8142342
2014m3,-.8409501
2014m4,-.7900938
2014m5,-.5206338
2014m6,-.4451574
2014m7,-.4322395
2014m8,-.3754419
2014m9,-.2301595
2014m10,-.2580167
2014m11,-.4855067
2014m12,-.7088001
2015m1,-.6857741
2015m2,-.4597323
2015m3,-.4521072
2015m4,-.8675191
2015m5,-1.338464
2015m6,-1.425534
2015m7,-1.30167
2015m8,-1.180229
2015m9,-1.200072
2015m10,-1.185392
2015m11,-1.124279
2015m12,-1.164532
2016m1,-1.255986
2016m2,-1.003125
2016m3,-.283689
2016m4,1.09127
