date,swb_learn
2011m1,-.5211266
2011m2,-.1552961
2011m3,.0347273
2011m4,.1061013
2011m5,.0412148
2011m6,.0230697
2011m7,-.1327763
2011m8,-.2624688
2011m9,-.2452786
2011m10,-.1012265
2011m11,-.2705522
2011m12,-.295673
2012m1,.105539
2012m2,.3885951
2012m3,.4102149
2012m4,.4960836
2012m5,.5629537
2012m6,.5048975
2012m7,.4578654
2012m8,.5082895
2012m9,.9178583
2012m10,1.02002
2012m11,.5321016
2012m12,.0541868
2013m1,.0844727
2013m2,-.0528632
2013m3,-.5314467
2013m4,-1.014223
2013m5,-1.244931
2013m6,-1.263694
2013m7,-1.020833
2013m8,-.778686
2013m9,-.7311481
2013m10,-.7633938
2013m11,-1.057266
2013m12,-1.056674
2014m1,-.6305745
2014m2,-.3228934
2014m3,-.1905401
2014m4,-.2840968
2014m5,-.5464407
2014m6,-.8248132
2014m7,-1.159092
2014m8,-1.492412
2014m9,-1.645767
2014m10,-1.633066
2014m11,-1.793043
2014m12,-1.690818
2015m1,-1.231571
2015m2,-.705645
2015m3,-.4545811
2015m4,-.5753421
2015m5,-.9493226
2015m6,-1.447407
2015m7,-2.051784
2015m8,-2.157265
2015m9,-1.98212
2015m10,-1.921174
2015m11,-2.150212
2015m12,-2.229821
2016m1,-1.632635
2016m2,-.9836951
2016m3,-.6207774
2016m4,-.5845088
