date,cat_layoffs
2008m1,-.7742617
2008m2,-1.016441
2008m3,-1.151988
2008m4,-1.066184
2008m5,-.8797879
2008m6,-.6638829
2008m7,-.4803465
2008m8,-.2620591
2008m9,.1705484
2008m10,.9400505
2008m11,1.676813
2008m12,2.285861
2009m1,3.008521
2009m2,3.245659
2009m3,2.757887
2009m4,2.02734
2009m5,1.529985
2009m6,1.430032
2009m7,1.47895
2009m8,1.406693
2009m9,1.560282
2009m10,1.617803
2009m11,1.520448
2009m12,1.167758
2010m1,.9646738
2010m2,.9193552
2010m3,1.010146
2010m4,.9631659
2010m5,.8244848
2010m6,.8099272
2010m7,.7661324
2010m8,.3860292
2010m9,.1438825
2010m10,.0964693
2010m11,.086075
2010m12,.0657205
2011m1,-.011115
2011m2,-.0565298
2011m3,-.1557457
2011m4,-.2112361
2011m5,-.296453
2011m6,-.2716651
2011m7,-.1998249
2011m8,-.1640528
2011m9,-.2133435
2011m10,-.2662713
2011m11,-.3018265
2011m12,-.3303062
2012m1,-.3152192
2012m2,-.3917992
2012m3,-.4742597
2012m4,-.4791215
2012m5,-.4286243
2012m6,-.3706281
2012m7,-.2448722
2012m8,-.0696423
2012m9,.2325212
2012m10,.4473439
2012m11,.2669488
2012m12,-.0315556
2013m1,-.1622325
2013m2,-.3172264
2013m3,-.4625704
2013m4,-.5968236
2013m5,-.7191197
2013m6,-.7525364
2013m7,-.6799511
2013m8,-.5202972
2013m9,-.4263708
2013m10,-.3773869
2013m11,-.4085685
2013m12,-.3493834
2014m1,-.1666278
2014m2,-.1866821
2014m3,-.2844315
2014m4,-.4076393
2014m5,-.4910258
2014m6,-.5284021
2014m7,-.5730175
2014m8,-.5813317
2014m9,-.522653
2014m10,-.5233928
2014m11,-.6345298
2014m12,-.7040288
2015m1,-.6923125
2015m2,-.6939245
2015m3,-.7127038
2015m4,-.7615107
2015m5,-.8376618
2015m6,-.8992043
2015m7,-1.000359
2015m8,-1.019593
2015m9,-.9343033
2015m10,-.8877521
2015m11,-.9637008
2015m12,-.9288934
2016m1,-.7329649
2016m2,-.5657666
2016m3,-.5543948
2016m4,-.6671906
