date,swb_laugh
2008m1,-.6658971
2008m2,-.1800907
2008m3,-.1150228
2008m4,-.1959921
2008m5,-.234533
2008m6,-.2425123
2008m7,-.4076173
2008m8,-.448064
2008m9,-.7692905
2008m10,-1.238663
2008m11,-1.745727
2008m12,-2.226902
2009m1,-2.850209
2009m2,-3.087108
2009m3,-2.701218
2009m4,-1.993109
2009m5,-1.374246
2009m6,-1.164752
2009m7,-1.764754
2009m8,-2.493607
2009m9,-3.04513
2009m10,-2.74976
2009m11,-2.239882
2009m12,-1.760363
2010m1,-1.656116
2010m2,-1.76695
2010m3,-1.660983
2010m4,-1.269497
2010m5,-.8209321
2010m6,-.9671917
2010m7,-1.418508
2010m8,-1.812006
2010m9,-1.91555
2010m10,-1.666216
2010m11,-1.305781
2010m12,-.9060984
2011m1,-.6547313
2011m2,-.6895869
2011m3,-.7816964
2011m4,-.7232861
2011m5,-.3671435
2011m6,-.2029012
2011m7,-.3186394
2011m8,-.5351164
2011m9,-.819859
2011m10,-.8715369
2011m11,-.6908526
2011m12,-.5589581
2012m1,-.6018609
2012m2,-.6182036
2012m3,-.4947925
2012m4,-.3967865
2012m5,-.0545929
2012m6,.1265474
2012m7,-.0465818
2012m8,-.339663
2012m9,-.6914078
2012m10,-.8187159
2012m11,-.7718943
2012m12,-.9420425
2013m1,-1.099067
2013m2,-1.124691
2013m3,-1.082783
2013m4,-1.060094
2013m5,-.7661831
2013m6,-.4970023
2013m7,-.5317957
2013m8,-.9181703
2013m9,-1.432215
2013m10,-1.437599
2013m11,-1.260396
2013m12,-1.375513
2014m1,-1.890082
2014m2,-2.011011
2014m3,-1.814424
2014m4,-1.603809
2014m5,-1.380908
2014m6,-1.447679
2014m7,-1.823596
2014m8,-2.284528
2014m9,-2.624344
2014m10,-2.502292
2014m11,-2.186511
2014m12,-2.156806
2015m1,-2.532094
2015m2,-2.63283
2015m3,-2.412197
2015m4,-2.214615
2015m5,-1.937479
2015m6,-1.79757
2015m7,-1.679835
2015m8,-1.731521
2015m9,-1.929068
2015m10,-1.739003
2015m11,-1.451286
2015m12,-1.204676
2016m1,-1.474966
2016m2,-2.076207
2016m3,-2.777024
2016m4,-3.518182
