date,swb_worry
2011m1,.2562374
2011m2,.380355
2011m3,.3064713
2011m4,.1925162
2011m5,.0274501
2011m6,.0007824
2011m7,.2184889
2011m8,.6166974
2011m9,.8003476
2011m10,.7661894
2011m11,.5414751
2011m12,.3638559
2012m1,.3339407
2012m2,.2016997
2012m3,-.1037009
2012m4,-.3491368
2012m5,-.508526
2012m6,-.711907
2012m7,-.6542109
2012m8,-.2140558
2012m9,.4229126
2012m10,.8975638
2012m11,.8087454
2012m12,.2267647
2013m1,-.3392949
2013m2,-.7775513
2013m3,-1.102421
2013m4,-1.365403
2013m5,-1.499708
2013m6,-1.531124
2013m7,-1.356256
2013m8,-.9585057
2013m9,-.8147646
2013m10,-.7938365
2013m11,-.9858096
2013m12,-1.037432
2014m1,-.8948717
2014m2,-1.012609
2014m3,-1.221676
2014m4,-1.36999
2014m5,-1.472438
2014m6,-1.495048
2014m7,-1.36668
2014m8,-1.088564
2014m9,-1.023976
2014m10,-1.110589
2014m11,-1.451567
2014m12,-1.652064
2015m1,-1.622344
2015m2,-1.62258
2015m3,-1.781627
2015m4,-1.991723
2015m5,-2.118103
2015m6,-2.184386
2015m7,-2.197967
2015m8,-1.935916
2015m9,-1.700284
2015m10,-1.58581
2015m11,-1.854752
2015m12,-2.049089
2016m1,-1.935347
2016m2,-1.719699
2016m3,-1.690511
2016m4,-1.802289
