happiness
-1.673242
-1.251196
-.0732267
-.4104682
-.5060762
-1.077096
-.7437043
-1.011159
-1.26183
-1.062116
-1.489969
-.9188023
.6297001
-.2915128
.1413637
1.19112
1.006849
.8140948
.568525
1.209523
.6744585
-.5183201
-1.047418
-.1516859
1.064883
1.185607
1.387525
.7931933
1.107539
.9834561
1.422418
.759839
.5511392
-.2571132
.4077482
-.8858305
-.1950684
.0376121
.722248
.0293773
.3877651
.8017173
.6172566
.1487274
-.3138315
.0464959
-.3236324
-.7333238
.8357112
-.5480504
.5543596
.4794459
.8837927
.0831748
1.048903
.4522583
.5568458
