personal_security_f
-1.451957
-1.456031
-.6287335
-.9726842
-1.108354
-1.124031
-.7750295
-1.526205
-.3416431
-.5065555
.1861472
-.3052413
-.8872698
-.760559
-.063494
-.0288159
-.7286748
-.4759409
1.151532
.0651424
-.1446895
-.8460685
.1437603
3.948927
2.666368
1.721707
.2120588
1.461777
-.3986722
-.1680287
.3094255
-.2253318
.2690673
-.5694853
1.087538
.2110522
-.4500365
-.5023733
.5170721
.291219
-.3724617
-1.057829
-.5869094
.8810202
-.2370079
.5808931
1.101496
.8790444
-.872252
.4041384
-.1047384
.2515883
-.8143447
-.334359
.1774354
.6781164
1.629281
