learn
-.9384934
-.6844249
.6393725
.850998
-.8839577
-1.230281
-1.352957
-1.376617
.7633143
.2934191
-.1992962
-1.002643
-.8633292
.1405496
1.120533
.3000067
.7921887
.0456206
-.1696297
1.020182
1.714633
.9547201
-.7099708
-1.301486
-1.543003
-.0866025
.9937444
.5725141
.6588929
.3542439
-.3659217
.1240979
.6632106
1.568688
.9889534
-.3045915
-.8829883
-.6479132
1.128212
.7290702
.2485449
.2757641
.3579108
1.657254
1.829323
1.730061
.5910663
.3346008
.2254315
1.005421
1.404247
1.667292
1.410396
-.2666344
.5915937
1.322879
1.981789
