date,swb_stress
2011m1,-.3054883
2011m2,-.1298478
2011m3,-.0967835
2011m4,-.2994053
2011m5,-.3668807
2011m6,-.2400883
2011m7,.2403357
2011m8,.9208055
2011m9,1.344684
2011m10,1.503259
2011m11,1.103316
2011m12,.7087313
2012m1,.6779441
2012m2,.6330341
2012m3,.2532769
2012m4,.0224721
2012m5,-.0876902
2012m6,-.2543893
2012m7,.1053902
2012m8,.7404293
2012m9,1.243357
2012m10,1.441455
2012m11,1.052436
2012m12,.2164807
2013m1,-.5525491
2013m2,-.7979237
2013m3,-.6958498
2013m4,-.4112811
2013m5,-.1844708
2013m6,-.1367366
2013m7,-.3914961
2013m8,-.2991793
2013m9,-.088067
2013m10,-.3639877
2013m11,-.989131
2013m12,-1.12605
2014m1,-.7723053
2014m2,-.8274041
2014m3,-1.147815
2014m4,-1.251044
2014m5,-1.12198
2014m6,-1.122643
2014m7,-1.114421
2014m8,-.9006971
2014m9,-.5851456
2014m10,-.5116581
2014m11,-.8392007
2014m12,-.9743723
2015m1,-.7793308
2015m2,-.6579792
2015m3,-.6340141
2015m4,-.8448871
2015m5,-1.182956
2015m6,-1.368529
2015m7,-1.112136
2015m8,-.5882592
2015m9,-.1142388
2015m10,-.3736693
2015m11,-1.117056
2015m12,-1.45108
2016m1,-1.274141
2016m2,-.860781
2016m3,-.4660895
2016m4,-.3034354
