region,date,valeurs_république
Franche-Comte,2013m1,-.54733098
Franche-Comte,2013m2,-.2869018
Franche-Comte,2013m3,.087810718
Franche-Comte,2013m4,-.57893562
Franche-Comte,2013m5,-1.008769
Franche-Comte,2013m6,-.64396536
Franche-Comte,2013m7,-.91445208
Franche-Comte,2013m8,-.68526024
Franche-Comte,2013m9,.16453254
Franche-Comte,2013m10,-.083457783
Franche-Comte,2013m11,.13989446
Franche-Comte,2013m12,-.19494985
Franche-Comte,2014m1,.3648749
Franche-Comte,2014m2,.24928071
Franche-Comte,2014m3,-.14294033
Franche-Comte,2014m4,-.076876454
Franche-Comte,2014m5,-.50811589
Franche-Comte,2014m6,-.78347421
Franche-Comte,2014m7,-.95709193
Franche-Comte,2014m8,-.88737404
Franche-Comte,2014m9,-.18172209
Franche-Comte,2014m10,.23406176
Franche-Comte,2014m11,.26685026
Franche-Comte,2014m12,-.72794056
Franche-Comte,2015m1,.49395537
Franche-Comte,2015m2,.49243647
Franche-Comte,2015m3,.662444
Franche-Comte,2015m4,-.41090351
Franche-Comte,2015m5,.34047309
Franche-Comte,2015m6,.35225326
Franche-Comte,2015m7,-.6688844
Franche-Comte,2015m8,-.67017239
Franche-Comte,2015m9,.43263531
Franche-Comte,2015m10,-.017884735
Franche-Comte,2015m11,.81504947
Franche-Comte,2015m12,.42539507
Franche-Comte,2016m1,1.1409539
Franche-Comte,2016m2,.46287417
Franche-Comte,2016m3,.13156879
Franche-Comte,2016m4,-.25469166
Franche-Comte,2016m5,.30699638
Franche-Comte,2016m6,.2273069
Franche-Comte,2016m7,-.60616863
Franche-Comte,2016m8,-.14326112
Franche-Comte,2016m9,.81815296
Franche-Comte,2016m10,.49335355
Franche-Comte,2016m11,1.1176571
Franche-Comte,2016m12,-.20428507
Franche-Comte,2017m1,.88718361
Franche-Comte,2017m2,.44634387
Franche-Comte,2017m3,.37097538
