date,swb_respect
2008m1,-.3670625
2008m2,-.4880455
2008m3,-.724084
2008m4,-.7449738
2008m5,-.685242
2008m6,-.4071717
2008m7,-.0192394
2008m8,.6364042
2008m9,1.06187
2008m10,1.643986
2008m11,1.698616
2008m12,1.597815
2009m1,1.682966
2009m2,1.392156
2009m3,1.381083
2009m4,1.665567
2009m5,1.772977
2009m6,1.720729
2009m7,1.865525
2009m8,1.858149
2009m9,1.782832
2009m10,1.588141
2009m11,1.595969
2009m12,2.118319
2010m1,2.943198
2010m2,3.330457
2010m3,3.549925
2010m4,2.966806
2010m5,2.160303
2010m6,1.85699
2010m7,1.450758
2010m8,1.1052
2010m9,.6491479
2010m10,.4668049
2010m11,.7193519
2010m12,1.591948
2011m1,2.516371
2011m2,2.733834
2011m3,2.291662
2011m4,1.717193
2011m5,1.539412
2011m6,1.499609
2011m7,1.24138
2011m8,1.055762
2011m9,1.260809
2011m10,1.396783
2011m11,1.572212
2011m12,1.950932
2012m1,2.328859
2012m2,2.344038
2012m3,1.994632
2012m4,1.585103
2012m5,1.502262
2012m6,1.425053
2012m7,1.249616
2012m8,1.21557
2012m9,1.283965
2012m10,1.159446
2012m11,1.016358
2012m12,.948982
2013m1,1.296115
2013m2,1.519964
2013m3,1.501472
2013m4,1.550381
2013m5,1.619644
2013m6,1.727719
2013m7,1.746064
2013m8,1.714966
2013m9,1.616646
2013m10,1.677929
2013m11,1.803947
2013m12,1.847573
2014m1,2.091951
2014m2,2.167585
2014m3,2.106643
2014m4,2.051723
2014m5,1.956301
2014m6,1.923783
2014m7,1.621542
2014m8,1.264656
2014m9,1.00487
2014m10,1.065181
2014m11,1.308767
2014m12,1.621251
2015m1,1.949786
2015m2,1.968696
2015m3,1.817613
2015m4,1.657539
2015m5,1.509349
2015m6,1.431583
2015m7,1.354451
2015m8,.986537
2015m9,.5842061
2015m10,.2801495
2015m11,.3812218
2015m12,.8442714
2016m1,1.397935
2016m2,1.463837
2016m3,.9344121
2016m4,.1743499
