anger
-.7784414
-2.45483
-.3588074
.1590138
.5297333
-.0941028
1.452602
.2619115
-.4356737
.4432473
.1231617
-.453025
-.5925075
-1.001643
-1.939251
-.3543057
-.9588475
.1805223
-.6199105
.279095
-.0378357
.3167088
1.359773
-.4320991
-1.092131
-1.806514
-.5184235
-1.344384
-1.878324
-1.387229
-.6380246
.5260745
1.609232
.7004051
-.3694324
.6097423
-.1207234
-.7740127
.1512447
.8610799
.6275949
.5391839
.8839746
-.3387164
.9681065
1.119326
.8534358
.1598521
-.1106078
-1.073399
-.2747403
.4445887
.4050324
.3174239
-.0599281
-.012901
.1587045
