worry
.3325781
.4597339
.558901
-.0093986
-.7128903
.5800329
-.3425937
.1383268
.3749131
2.232455
1.329787
.9354982
-.0701246
.5275301
-.3574255
-.0339945
-.7390715
.1477194
-1.06558
-.823898
.6377965
1.244387
2.003515
.7647544
.0461989
.8358035
-.2988034
-.9199169
-1.120331
-.8922299
-.689267
.2500034
.3211699
.8374662
.4359591
1.040759
.3431204
.3043029
.1315471
.0863135
.1968421
.8042455
.6279897
-.0192074
.2636613
.5013045
.5149788
.1183999
-.0638394
.3256368
.1053885
.2899181
-.0223456
1.334756
-.1625811
-.354475
-.1757199
