date,swb_laugh
2008m1,1.799984
2008m2,1.146554
2008m3,.8350145
2008m4,.808194
2008m5,1.170152
2008m6,1.519742
2008m7,1.360485
2008m8,.5687761
2008m9,-.3972587
2008m10,-.9180725
2008m11,-1.06521
2008m12,-1.36945
2009m1,-1.212135
2009m2,-.2793317
2009m3,.6604364
2009m4,1.086604
2009m5,.9916295
2009m6,.5388202
2009m7,-.0139165
2009m8,-.4645143
2009m9,-.5807958
2009m10,-.522418
2009m11,-.1789055
2009m12,-.2445642
2010m1,-.2733762
2010m2,-.251287
2010m3,.1175428
2010m4,.8637917
2010m5,1.067492
2010m6,1.037551
2010m7,1.105756
2010m8,.9460108
2010m9,.6705879
2010m10,.7700701
2010m11,.410496
2010m12,-.2013185
2011m1,-.2648161
2011m2,.3860027
2011m3,1.481702
2011m4,2.127108
2011m5,2.314461
2011m6,2.07106
2011m7,1.652275
2011m8,1.231846
2011m9,1.205236
2011m10,1.510108
2011m11,1.862447
2011m12,1.837051
2012m1,1.275114
2012m2,1.018028
2012m3,1.101013
2012m4,1.06288
2012m5,1.062458
2012m6,1.132808
2012m7,.9212132
2012m8,.5884625
2012m9,.2873076
2012m10,.0565274
2012m11,.1815516
2012m12,.3559269
2013m1,.4766869
2013m2,1.005168
2013m3,1.409355
2013m4,1.538331
2013m5,1.553528
2013m6,1.497928
2013m7,1.297611
2013m8,1.249912
2013m9,1.429036
2013m10,1.517084
2013m11,1.407061
2013m12,.8962744
2014m1,.2867509
2014m2,.2043349
2014m3,.5246108
2014m4,.8107352
2014m5,.8518657
2014m6,.8517191
2014m7,.9858039
2014m8,.9643621
2014m9,1.150429
2014m10,1.364032
2014m11,1.667827
2014m12,1.625667
2015m1,1.353251
2015m2,1.049207
2015m3,1.087028
2015m4,.9152502
2015m5,.9840149
2015m6,1.011375
2015m7,.9135919
2015m8,.6953295
2015m9,.4274341
2015m10,.1538626
2015m11,.1551375
2015m12,.5028856
2016m1,.6953042
2016m2,.7635269
2016m3,.6418428
2016m4,.6058336
